PROTID	GENEID	PROTLEN	cGFP_C1_6h_BioID_1_SPC	cGFP_C1_6h_BioID_2_SPC	cGFP_C1_6h_BioID_3_SPC	cGFP_C2_6h_BioID_1_SPC	cGFP_C2_6h_BioID_2_SPC	cGFP_C2_6h_BioID_3_SPC	cGFP_C3_6h_BioID_1_SPC	cGFP_C3_6h_BioID_2_SPC	cGFP_C3_6h_BioID_3_SPC	cGFP_C4_6h_BioID_1_SPC	cGFP_C4_6h_BioID_2_SPC	cGFP_C4_6h_BioID_3_SPC	cGFP_C5_6h_BioID_1_SPC	cGFP_C5_6h_BioID_2_SPC	cGFP_C5_6h_BioID_3_SPC	cGFP_N1_6h_BioID_1_SPC	cGFP_N1_6h_BioID_2_SPC	cGFP_N1_6h_BioID_3_SPC	cGFP_N2_6h_BioID_1_SPC	cGFP_N2_6h_BioID_2_SPC	cGFP_N2_6h_BioID_3_SPC	cGFP_N3_6h_BioID_1_SPC	cGFP_N3_6h_BioID_2_SPC	cGFP_N3_6h_BioID_3_SPC	cGFP_N4_6h_BioID_1_SPC	cGFP_N4_6h_BioID_2_SPC	cGFP_N4_6h_BioID_3_SPC
O95789	ZMYM6	1325	0	0	0	2	0	0	0	0	0	1	0	1	1	0	0	1	3	2	0	1	2	0	0	0	0	0	0
O95793	STAU1	577	2	4	2	4	5	4	3	4	4	6	4	6	7	5	5	12	14	13	15	15	11	20	11	12	9	11	12
O95801	TTC4	387	13	19	17	10	10	15	15	14	14	12	11	15	18	11	16	37	30	30	39	41	44	37	36	38	44	41	38
O95816	BAG2	211	7	8	6	6	7	7	7	9	7	9	9	12	6	7	8	27	22	25	24	23	27	16	26	20	24	20	24
O95817	BAG3	575	7	7	8	2	2	8	3	6	3	5	5	10	8	4	11	4	4	5	0	1	1	0	0	1	2	2	0
O95819	MAP4K4	1239	16	17	16	7	7	38	22	31	26	22	18	15	24	15	15	12	5	4	4	3	1	3	6	1	3	7	4
O95822	MLYCD	493	0	1	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	1	0	0	1	0	0	0	1	2
O95825	CRYZL1	349	19	12	16	13	9	14	16	14	15	17	13	14	16	14	15	4	5	4	3	3	2	1	0	0	0	1	0
O95831	AIFM1	613	1	0	1	0	1	1	0	1	0	2	2	3	3	3	3	5	6	4	4	6	4	4	6	8	9	9	12
O95835	LATS1	1130	3	2	2	1	1	4	3	2	2	3	4	4	3	5	3	1	2	0	0	0	0	0	0	0	0	1	1
O95861	BPNT1	308	2	1	1	1	1	2	3	1	4	1	1	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
O95872	GPANK1	356	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	1	0	0	1
O95881	TXNDC12	172	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	8	1	2
O95905	ECD	644	8	6	7	5	3	7	9	8	5	10	7	8	12	11	8	6	7	7	8	4	5	2	4	2	2	2	4
O95926	SYF2	243	15	13	16	16	15	14	13	21	11	9	11	10	11	10	10	4	5	7	2	3	3	2	2	2	2	1	2
O95983	MBD3	291	15	17	17	23	27	18	23	21	24	17	20	24	21	19	22	11	18	13	16	13	13	8	12	8	10	11	13
O95985	TOP3B	862	9	7	6	2	1	5	1	4	1	2	1	2	2	1	2	1	1	0	0	1	0	0	0	0	0	0	0
O95997	PTTG1	202	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	2	2	2	3	2	2	0	3	1	0	1	1
O96000	NDUFB10	172	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	2	1	2	0
O96005	CLPTM1	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	2	1	1	0	0	0	0	0	0
O96006	ZBED1	694	0	0	0	2	1	0	2	0	3	0	0	0	1	0	0	1	3	3	1	1	0	0	0	0	0	0	0
O96007	MOCS2	188	5	6	7	7	6	6	10	8	9	7	6	7	10	8	8	4	3	4	3	4	4	2	1	4	3	4	5
O96008	TOMM40	361	0	2	1	2	2	4	1	1	3	5	3	1	2	3	2	12	6	8	3	8	9	2	3	12	14	10	7
O96013	PAK4	591	20	18	14	5	2	25	15	27	16	21	14	13	18	18	20	8	10	8	0	3	1	8	13	5	5	1	2
O96017	CHEK2	543	8	8	4	9	5	4	5	1	4	1	3	2	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0
O96019	ACTL6A	429	10	12	8	19	18	6	18	11	15	9	6	6	10	8	4	24	37	26	26	20	30	24	23	20	15	20	26
O96028	NSD2	1365	1	0	1	4	3	1	4	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00167	CYB5A	134	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	2	1	1	0
P00338	LDHA	332	9	5	7	3	4	7	5	6	5	12	17	6	11	8	7	3	5	2	4	1	1	4	2	7	14	4	10
P00367	GLUD1	558	24	24	25	26	22	36	24	26	35	31	29	25	27	25	26	27	25	28	24	17	32	17	25	22	30	24	24
P00374	DHFR	187	1	1	0	0	1	0	0	0	1	2	1	0	0	0	0	3	6	4	4	1	1	4	2	6	6	4	6
P00387	CYB5R3	301	12	8	8	7	5	11	5	4	6	9	9	4	7	9	6	16	10	15	11	8	10	5	6	12	17	12	11
P00403	MT-CO2	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	2	2	1	2	1
P00441	SOD1	154	3	5	7	3	3	4	3	3	3	3	12	4	3	2	4	9	5	4	2	3	1	6	4	4	12	4	6
P00491	PNP	289	13	17	16	13	5	14	15	12	21	19	17	15	16	18	15	17	8	8	16	7	8	11	8	11	19	15	11
P00492	HPRT1	218	4	4	4	1	1	4	1	2	3	5	8	7	7	8	5	7	2	2	4	2	1	4	6	7	12	5	7
P00519	ABL1	1130	1	2	2	0	0	3	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
P00558	PGK1	417	15	19	15	17	13	21	21	17	22	19	39	20	27	19	23	16	12	8	14	9	9	13	9	15	25	19	13
P00568	AK1	194	0	1	1	0	1	1	1	0	1	1	1	2	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0
P00722	lacZ	1024	12	9	11	8	7	16	16	16	12	42	31	33	45	43	45	10	14	8	10	14	13	27	32	28	14	17	14
P00761		231	11	20	18	17	20	21	21	19	20	14	12	18	22	25	14	55	62	64	101	92	98	83	91	98	80	82	93
P00846	MT-ATP6	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	1	1	2	1	1	1	3
P00918	CA2	260	0	0	1	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00966	ASS1	412	5	4	4	3	4	4	4	4	5	2	5	3	7	2	3	5	4	2	3	1	1	2	2	3	2	3	2
P01112	HRAS	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
P01857	IGHG1	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
P01876	IGHA1	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
P01889	HLA-B	362	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	3	1	5	1	2	1	4	2	3	3	3
P02042	HBD	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	3	3	0
P02533	KRT14	472	3	1	2	2	1	0	0	0	0	1	0	0	1	1	1	15	7	6	31	18	11	12	14	17	11	5	6
P02545	LMNA	664	2	1	2	1	0	1	4	2	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	0	3	2	0
P02647	APOA1	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0
P02662	CSN1S1	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	2	3	0	9	4	4	12	4
P02663	CSN1S2	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
P02666	CSN2	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	1	1	0	6	1
P02668	CSN3	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
P02765	AHSG	367	0	0	1	1	0	0	0	0	1	1	6	1	2	1	1	2	1	2	2	0	0	3	2	3	6	2	3
P02768	ALB	609	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0
P02769	ALB	607	4	3	5	3	3	7	2	4	3	26	83	34	30	4	11	82	40	29	41	22	26	45	38	72	102	67	63
P02771	AFP	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
P02786	TFRC	760	4	3	4	0	1	19	13	14	10	3	4	2	4	1	5	8	3	10	3	5	5	2	3	11	9	12	5
P02794	FTH1	183	3	2	2	3	4	1	4	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
P02795	MT2A	61	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
P03928	MT-ATP8	68	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0
P04004	VTN	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	2	2	4	1	1
P04040	CAT	527	6	8	4	7	4	9	8	8	7	9	5	7	7	6	5	1	2	2	3	1	2	0	0	2	3	3	1
P04049	RAF1	648	6	3	4	0	1	3	1	3	3	1	2	3	3	1	4	2	2	0	0	0	0	2	0	1	1	0	0
P04062	GBA1	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1
P04075	ALDOA	364	17	24	19	8	9	20	18	16	15	28	51	27	28	26	27	28	19	16	12	8	13	20	10	24	50	27	37
P04083	ANXA1	346	36	33	33	27	28	47	43	42	44	37	42	42	35	44	38	34	26	22	21	17	16	22	17	14	20	23	24
P04150	NR3C1	777	16	16	9	16	16	17	16	13	15	13	13	13	10	12	16	21	21	23	23	30	20	25	23	24	18	18	16
P04181	OAT	439	1	1	3	0	0	2	0	1	0	3	25	6	4	1	5	21	9	9	9	7	5	13	9	12	22	11	13
P04183	TK1	234	12	13	10	13	10	15	13	11	15	19	12	21	21	18	21	10	17	16	10	11	16	13	7	14	7	8	4
P04259	KRT6B	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
P04264	KRT1	644	26	25	16	16	20	15	20	16	29	26	20	21	38	27	28	104	79	59	170	112	100	62	111	134	94	62	69
P04350	TUBB4A	444	8	8	5	7	8	10	6	16	8	6	11	5	8	5	6	17	17	16	25	21	23	26	21	23	22	23	26
P04406	GAPDH	335	8	6	6	6	5	9	9	10	6	18	101	23	35	9	20	33	13	12	14	13	16	28	26	41	71	40	29
P04439	HLA-A	365	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	3	2	2	2	2	3	3	3	3	1
P04626	ERBB2	1255	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
P04632	CAPNS1	268	13	15	19	8	5	19	12	17	12	24	19	20	19	21	22	5	6	3	1	1	1	1	6	8	7	3	6
P04637	TP53	393	0	3	2	2	3	4	2	0	1	4	1	0	2	3	4	14	17	21	17	20	21	28	29	23	21	21	17
P04792	HSPB1	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0
P04818	TYMS	313	9	11	9	11	11	9	12	6	9	9	10	7	6	11	9	6	7	5	3	4	5	2	4	5	4	4	5
P04843	RPN1	607	2	5	10	4	6	8	11	6	12	6	16	4	4	6	6	29	20	27	25	25	27	26	16	26	30	36	22
P04844	RPN2	631	3	3	2	1	4	2	3	4	2	6	8	7	5	5	6	12	6	10	12	11	14	7	11	20	21	29	15
P04899	GNAI2	355	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	2	0	1	2	3	1
P05023	ATP1A1	1023	8	11	7	10	10	9	13	9	11	16	11	15	14	12	10	28	26	27	44	34	41	34	36	38	42	38	34
P05026	ATP1B1	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
P05067	APP	770	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0	1	2	0	0	1	1	2	0
P05089	ARG1	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0
P05091	ALDH2	517	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	2	0	1	1	1	1	0	1	2	5	0	4
P05109	S100A8	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	5	1	2	1	2	0	1
P05141	SLC25A5	298	9	7	8	6	5	7	14	8	15	8	8	7	9	6	9	20	21	23	31	21	25	22	22	22	18	20	22
P05165	PCCA	728	51	47	48	60	67	56	61	52	63	71	57	53	62	61	56	222	249	267	273	281	293	245	254	253	234	234	275
P05166	PCCB	539	41	41	34	52	46	40	46	37	38	41	45	34	39	38	36	147	161	153	208	196	194	182	198	175	158	173	204
P05198	EIF2S1	315	25	32	28	13	16	23	19	21	15	21	20	25	25	27	22	15	17	17	19	15	17	17	17	15	18	17	22
P05204	HMGN2	90	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1
P05386	RPLP1	114	5	6	4	9	10	4	8	4	7	7	12	5	7	5	6	26	26	24	17	19	19	24	16	21	20	19	19
P05387	RPLP2	115	14	17	17	15	17	13	15	17	18	12	21	19	14	16	15	34	28	34	47	40	43	40	52	45	49	40	44
P05388	RPLP0	317	12	12	14	25	24	15	18	13	21	21	32	20	23	15	15	45	45	43	64	46	51	55	47	46	48	40	51
P05412	JUN	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
P05423	POLR3D	398	4	7	6	7	8	7	5	5	7	5	4	6	7	3	8	3	3	3	2	3	2	3	5	5	5	4	3
P05455	SSB	408	38	38	37	53	63	39	52	40	45	38	49	40	31	32	35	40	37	38	33	37	34	26	35	35	36	31	30
P05556	ITGB1	798	0	0	0	0	0	16	6	9	8	0	0	0	0	0	0	2	1	1	1	1	0	0	1	1	2	0	1
P05783	KRT18	430	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	6	9	4	5	7	6	5	4	5	6	6	5
P05787	KRT8	483	1	2	1	1	0	3	2	2	2	5	5	1	4	2	2	10	7	7	15	10	14	10	8	12	8	9	16
P06132	UROD	367	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
P06213	INSR	1382	0	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P06280	GLA	429	0	0	1	0	0	1	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0
P06396	GSN	782	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P06400	RB1	928	0	0	0	6	7	0	6	0	4	0	0	0	0	0	0	0	1	0	5	1	4	3	1	1	0	0	1
P06454	PTMA	111	2	2	3	3	4	2	3	2	3	3	5	3	2	4	2	7	0	0	1	0	0	0	0	3	7	3	3
P06493	CDK1	297	16	20	19	13	15	14	16	18	16	17	16	18	17	17	20	15	14	12	13	10	13	10	8	10	16	19	14
P06576	ATP5F1B	529	7	8	10	7	8	11	11	7	14	20	31	20	28	14	19	50	42	48	45	34	53	46	48	66	68	59	47
P06702	S100A9	114	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	9	4	4	2	2	1	4	2	1
P06730	EIF4E	217	5	9	3	2	2	4	4	6	5	4	4	6	8	6	7	9	6	8	7	2	7	3	5	4	5	9	7
P06732	CKM	381	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
P06733	ENO1	434	34	28	29	16	19	30	18	27	28	29	105	35	42	35	33	40	27	19	32	21	25	43	38	47	100	48	56
P06737	PYGL	847	30	28	32	24	21	37	24	36	25	34	36	32	37	40	34	28	24	26	20	21	19	25	26	25	32	25	32
P06744	GPI	558	4	4	3	8	4	3	3	5	4	8	18	11	7	8	8	8	12	9	9	8	12	4	3	7	11	11	7
P06748	NPM1	294	55	71	64	94	83	55	76	46	74	48	43	49	45	39	43	50	50	53	60	72	67	56	64	70	40	47	68
P06753	TPM3	285	9	8	7	3	3	6	4	6	3	7	12	8	9	6	10	4	2	2	0	1	1	2	2	7	11	5	7
P06899	H2BC11	126	0	0	0	0	0	1	0	1	1	0	1	1	1	1	0	1	2	1	1	1	1	2	1	2	2	1	1
P07099	EPHX1	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
P07195	LDHB	334	6	6	7	3	2	5	6	6	4	5	8	6	8	8	6	6	6	3	2	3	2	4	4	5	9	6	6
P07199	CENPB	599	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
P07203	GPX1	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
P07237	P4HB	508	5	4	3	2	4	2	3	1	2	7	26	6	11	2	5	20	8	9	6	11	9	13	13	21	25	13	16
P07305	H1-0	194	2	0	2	2	2	1	2	2	2	0	1	0	0	0	0	3	2	1	0	0	0	0	2	1	1	1	0
P07339	CTSD	412	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	1	2	0	0	5	4	2	0	1
P07355	ANXA2	339	35	42	41	24	16	45	38	42	41	43	47	44	48	47	45	34	36	37	37	33	35	40	31	32	36	42	39
P07384	CAPN1	714	23	33	30	10	12	27	13	26	16	32	26	35	29	36	30	8	9	14	7	10	7	9	14	10	15	18	17
P07437	TUBB	444	66	74	61	67	46	84	67	72	68	76	76	76	73	62	58	141	145	131	133	124	148	140	115	147	139	136	137
P07602	PSAP	524	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	4	2	2	3	2	2	1	1	5	5	4	4
P07686	HEXB	556	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	1	0	0	0	0	0	0	2	2	0	2
P07737	PFN1	140	1	1	1	0	0	1	0	0	1	3	9	5	6	5	6	8	6	5	6	4	3	8	6	10	14	8	12
P07741	APRT	180	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	4	0	0	1	1	0	2	0	2	14	3	10
P07814	EPRS1	1512	53	54	43	30	33	47	48	58	44	66	85	64	85	76	69	84	83	91	68	73	87	81	98	93	99	85	85
P07858	CTSB	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
P07900	HSP90AA1	732	119	106	99	97	89	129	94	131	108	135	194	128	124	129	130	154	148	129	160	138	150	155	178	182	216	209	216
P07910	HNRNPC	306	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	7	5	8	7	5	6	7	6	5	4	4
P07919	UQCRH	91	2	2	4	3	3	2	3	2	4	3	4	1	3	1	5	3	2	3	2	4	1	2	2	1	2	2	1
P07942	LAMB1	1786	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	2	4	2	1
P07947	YES1	543	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P07954	FH	510	2	3	2	0	1	1	2	0	0	1	5	0	1	1	2	0	0	0	0	0	0	1	0	2	4	0	1
P07992	ERCC1	297	1	1	0	3	3	0	4	1	4	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0
P08047	SP1	785	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	1	2	1	1	0	0	0	0	0	1	1	0
P08069	IGF1R	1367	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08133	ANXA6	673	60	61	50	23	20	46	32	43	37	67	59	59	63	70	78	28	27	21	22	19	18	22	29	29	32	27	27
P08195	SLC3A2	630	1	0	0	1	0	20	11	18	15	3	4	1	1	1	0	9	4	9	9	6	5	3	6	10	10	9	8
P08236	GUSB	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
P08237	PFKM	780	1	1	1	0	0	2	1	1	1	4	1	2	2	3	2	6	5	6	3	6	5	2	1	4	5	6	4
P08238	HSP90AB1	724	85	75	71	57	57	79	67	84	72	92	89	74	84	69	81	86	81	79	96	78	83	80	69	88	93	90	96
P08240	SRPRA	638	8	7	10	10	7	12	10	8	8	6	8	7	8	6	5	10	12	12	12	13	14	10	6	8	12	14	10
P08243	ASNS	561	24	22	23	16	13	26	24	27	28	32	26	33	22	30	27	18	16	19	21	12	14	21	17	21	23	15	20
P08397	HMBS	361	0	1	0	4	3	1	3	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
P08559	PDHA1	390	0	0	1	0	0	1	1	1	0	0	4	3	0	1	1	4	1	3	2	2	1	9	9	13	19	8	11
P08574	CYC1	325	0	0	0	1	0	1	1	1	0	0	4	0	2	1	1	6	3	7	0	4	6	1	4	5	7	5	3
P08579	SNRPB2	225	4	3	5	10	8	3	6	5	14	5	2	6	5	3	4	4	4	6	7	3	4	7	6	11	4	8	10
P08581	MET	1390	0	0	0	0	0	10	2	6	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08621	SNRNP70	437	10	11	9	20	21	12	19	11	18	5	6	6	7	7	5	11	10	8	8	7	10	5	9	7	8	7	9
P08648	ITGA5	1049	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08651	NFIC	508	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08670	VIM	466	16	18	15	11	12	10	17	15	15	21	24	19	21	13	16	49	49	36	48	47	51	35	50	55	45	37	40
P08708	RPS17	135	5	8	10	7	5	8	6	6	8	8	10	6	8	8	4	25	25	23	22	20	18	17	17	23	27	24	22
P08727	KRT19	400	6	7	4	4	4	4	6	4	8	4	6	4	4	3	3	12	7	9	22	16	15	11	18	17	16	13	13
P08754	GNAI3	354	0	0	0	0	0	4	0	1	0	1	1	0	2	1	2	6	4	6	3	5	6	4	3	11	9	8	8
P08758	ANXA5	320	88	102	97	86	85	98	86	83	86	104	103	92	110	119	104	42	41	42	56	33	50	43	49	50	52	56	44
P08779	KRT16	473	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	4	0	19	1	4	8	3	7	2	0	0
P08865	RPSA	295	7	7	8	5	7	6	6	9	5	8	18	8	12	9	13	11	12	14	17	14	16	21	21	27	29	17	17
P09001	MRPL3	348	4	4	5	5	7	5	5	4	5	4	9	2	4	1	1	4	9	3	6	3	4	9	5	7	7	8	7
P09012	SNRPA	282	7	7	6	8	9	6	9	8	6	3	3	2	4	5	4	2	1	1	1	1	2	0	2	1	2	1	1
P09104	ENO2	434	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0
P09110	ACAA1	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
P09132	SRP19	144	2	3	4	2	2	4	3	3	1	2	4	5	2	3	5	7	3	7	7	9	5	5	8	6	4	6	8
P09211	GSTP1	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
P09234	SNRPC	159	3	3	5	7	6	3	4	3	7	2	2	4	2	3	5	1	2	1	1	2	2	2	2	2	5	1	1
P09417	QDPR	244	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P09429	HMGB1	215	9	11	14	13	14	12	13	6	19	7	15	8	8	4	7	9	5	6	5	2	2	2	4	5	12	10	5
P09455	RBP1	135	1	2	1	2	2	3	1	1	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
P09493	TPM1	284	1	3	1	0	0	0	0	0	0	2	1	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0
P09496	CLTA	248	0	0	0	0	1	0	0	0	0	2	1	0	2	1	3	1	0	1	4	0	1	4	5	6	5	7	5
P09497	CLTB	229	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	2	0	2	0	0	0	1	0	0	3	1	2
P09525	ANXA4	319	4	4	5	5	5	6	7	3	9	10	4	8	6	11	6	2	2	3	0	0	0	0	1	0	1	1	2
P09543	CNP	421	2	2	3	1	1	6	6	6	6	5	6	5	2	0	3	10	9	4	5	10	7	10	11	9	9	13	15
P09622	DLD	509	5	8	4	2	2	7	5	4	6	7	20	5	8	6	3	18	16	13	21	13	22	19	26	24	25	27	17
P09651	HNRNPA1	372	14	18	9	19	14	9	14	11	24	26	38	22	23	16	23	31	20	23	11	22	27	32	30	30	42	34	27
P09661	SNRPA1	255	8	9	4	11	12	7	11	8	11	4	7	8	3	2	5	15	15	15	13	19	17	26	26	20	23	20	25
P09874	PARP1	1014	53	59	62	82	92	58	66	55	76	53	51	47	46	42	46	43	22	32	28	30	28	29	37	29	32	29	38
P09884	POLA1	1462	29	33	33	51	44	22	37	23	33	26	18	23	17	21	19	24	25	23	31	36	35	21	25	14	19	29	20
P09936	UCHL1	223	3	7	7	5	4	10	3	6	5	6	27	14	9	4	8	6	7	4	3	0	4	6	4	9	19	5	8
P09960	LTA4H	611	1	1	1	0	0	2	0	1	0	0	10	2	0	1	0	0	0	0	1	0	0	0	0	0	8	0	0
P09972	ALDOC	364	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2
P0C0S5	H2AZ1	128	2	1	1	3	5	2	3	1	5	1	1	2	1	1	2	2	5	2	4	2	4	1	1	2	2	1	1
P0C1Z6	TFPT	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	1	0	0	0
P0C2W1	FBXO45	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
P0C7T5	ATXN1L	689	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
P0CAP2	POLR2M	368	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1	2	1	2	0	0	0	0	0	0	0	0	0
P0CG29	GSTT2	244	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
P0CJ79	ZNF888	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
P0DI81	TRAPPC2	140	2	2	2	1	1	3	1	2	3	6	3	6	3	2	2	3	3	3	1	0	1	0	1	1	0	1	0
P0DMV8	HSPA1A	641	187	220	205	154	186	199	181	183	215	238	222	226	206	235	233	224	235	223	250	265	276	366	333	324	330	313	316
P0DP23	CALM1	149	11	15	12	12	13	17	16	22	17	19	17	14	14	14	18	12	10	11	20	14	15	18	19	19	24	20	20
P0DPB6	POLR1D	133	6	8	7	13	6	5	7	9	10	3	7	5	5	6	5	3	4	2	0	1	2	0	0	0	3	1	3
