Entry	Reviewed	Entry name	Protein names	Gene names	Organism	Length	Gene names (primary)
Q3U2K5	reviewed	KDM4D_MOUSE	Lysine-specific demethylase 4D (EC 1.14.11.66) (JmjC domain-containing histone demethylation protein 3D) (Jumonji domain-containing protein 2D) ([histone H3]-trimethyl-L-lysine(9) demethylase 4D)	Kdm4d Jhdm3d Jmjd2d	Mus musculus (Mouse)	510	Kdm4d
Q8VCD7	reviewed	KDM4C_MOUSE	Lysine-specific demethylase 4C (EC 1.14.11.66) (JmjC domain-containing histone demethylation protein 3C) (Jumonji domain-containing protein 2C) ([histone H3]-trimethyl-L-lysine(9) demethylase 4C)	Kdm4c Jhdm3c Jmjd2c Kiaa0780	Mus musculus (Mouse)	1054	Kdm4c
Q21988	reviewed	KDM1B_CAEEL	Lysine-specific histone demethylase 1B homolog (EC 1.14.99.66) (Amine oxidase family member 1) (Flavin-containing amine oxidase domain-containing protein 1) (Lysine-specific histone demethylase 2)	amx-1 R13G10.2	Caenorhabditis elegans	824	amx-1
Q6PCM1	reviewed	KDM3A_MOUSE	Lysine-specific demethylase 3A (EC 1.14.11.65) (JmjC domain-containing histone demethylation protein 2A) (Jumonji domain-containing protein 1A) ([histone H3]-dimethyl-L-lysine(9) demethylase 3A)	Kdm3a Jhdm2a Jmjd1a Kiaa0742	Mus musculus (Mouse)	1323	Kdm3a
Q91VY5	reviewed	KDM4B_MOUSE	Lysine-specific demethylase 4B (EC 1.14.11.66) (JmjC domain-containing histone demethylation protein 3B) (Jumonji domain-containing protein 2B) ([histone H3]-trimethyl-L-lysine(9) demethylase 4B)	Kdm4b Jhdm3b Jmjd2b	Mus musculus (Mouse)	1086	Kdm4b
Q8K1K9	reviewed	HINFP_MOUSE	Histone H4 transcription factor (Histone nuclear factor P) (HiNF-P) (MBD2-interacting zinc finger protein) (Methyl-CpG-binding protein 2-interacting zinc finger protein)	Hinfp Mizf	Mus musculus (Mouse)	503	Hinfp
P0C2N6	reviewed	KMT5C_RAT	Histone-lysine N-methyltransferase KMT5C (EC 2.1.1.362) (Lysine-specific methyltransferase 5C) (Suppressor of variegation 4-20 homolog 2) (Su(var)4-20 homolog 2) (Suv4-20h2) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.361)	Kmt5c Suv420h2	Rattus norvegicus (Rat)	470	Kmt5c
Q6Q783	reviewed	KMT5C_MOUSE	Histone-lysine N-methyltransferase KMT5C (Lysine-specific methyltransferase 5C) (Suppressor of variegation 4-20 homolog 2) (Su(var)4-20 homolog 2) (Suv4-20h2) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.361)	Kmt5c Suv420h2	Mus musculus (Mouse)	468	Kmt5c
Q04089	reviewed	DOT1_YEAST	Histone-lysine N-methyltransferase, H3 lysine-79 specific (EC 2.1.1.360) (Disrupter of telomere silencing protein 1) (Histone H3-K79 methyltransferase) (H3-K79-HMTase) (Lysine N-methyltransferase 4)	DOT1 KMT4 PCH1 YDR440W D9461.26	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	582	DOT1
Q5N712	reviewed	JM705_ORYSJ	Lysine-specific demethylase JMJ705 (EC 1.14.11.68) (Jumonji domain-containing protein 705) (Lysine-specific histone demethylase JMJ705) (Protein JUMONJI 705) ([histone H3]-trimethyl-L-lysine(27) demethylase JMJ705)	JMJ705 Os01g0907400 LOC_Os01g67970 B1417F08.20 OsJ_04472 P0497A05.7	Oryza sativa subsp. japonica (Rice)	1286	JMJ705
Q3U8K7	reviewed	KMT5B_MOUSE	Histone-lysine N-methyltransferase KMT5B (Lysine-specific methyltransferase 5B) (Suppressor of variegation 4-20 homolog 1) (Su(var)4-20 homolog 1) (Suv4-20h1) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.361)	Kmt5b Suv420h1	Mus musculus (Mouse)	883	Kmt5b
Q5U3H2	reviewed	KMT5B_DANRE	Histone-lysine N-methyltransferase KMT5B (Lysine-specific methyltransferase 5B) (Suppressor of variegation 4-20 homolog 1) (Su(var)4-20 homolog 1) (Suv4-20h1) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.361)	kmt5b suv420h1 si:dkey-12e7.2 zgc:103527	Danio rerio (Zebrafish) (Brachydanio rerio)	808	kmt5b
P41230	reviewed	KDM5C_MOUSE	Lysine-specific demethylase 5C (EC 1.14.11.67) (Histone demethylase JARID1C) (Jumonji/ARID domain-containing protein 1C) (Protein SmcX) (Protein Xe169) ([histone H3]-trimethyl-L-lysine(4) demethylase 5C)	Kdm5c Jarid1c Kiaa0234 Smcx Xe169	Mus musculus (Mouse)	1554	Kdm5c
O35216	reviewed	CENPA_MOUSE	Histone H3-like centromeric protein A (Centromere protein A) (CENP-A)	Cenpa	Mus musculus (Mouse)	134	Cenpa
Q18221	reviewed	SET2_CAEEL	Histone-lysine N-methyltransferase set-2 (EC 2.1.1.-) (SET domain-containing protein 2)	set-2 C26E6.9	Caenorhabditis elegans	1507	set-2
Q9XWP6	reviewed	KDM1A_CAEEL	Lysine-specific histone demethylase 1 (EC 1.14.99.66) (P110b homolog) (Suppressor of presenilin 5)	spr-5 Y40B1B.6	Caenorhabditis elegans	770	spr-5
P0C2N5	reviewed	KMT5B_RAT	Histone-lysine N-methyltransferase KMT5B (Lysine-specific methyltransferase 5B) (Suppressor of variegation 4-20 homolog 1) (Su(var)4-20 homolog 1) (Suv4-20h1) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.361)	Kmt5b Suv420h1	Rattus norvegicus (Rat)	883	Kmt5b
Q29RP8	reviewed	KMT5B_BOVIN	Histone-lysine N-methyltransferase KMT5B (Lysine-specific methyltransferase 5B) (Suppressor of variegation 4-20 homolog 1) (Su(var)4-20 homolog 1) (Suv4-20h1) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.361)	KMT5B SUV420H1	Bos taurus (Bovine)	393	KMT5B
P45975	reviewed	SUV39_DROME	Histone-lysine N-methyltransferase Su(var)3-9 (EC 2.1.1.355) (Histone H3-K9 methyltransferase) (H3-K9-HMTase) (Lysine N-methyltransferase 1) (Protein suppressor of variegation 3-9)	Su(var)3-9 KMT1 CG6476	Drosophila melanogaster (Fruit fly)	635	Su(var)3-9
Q336N8	reviewed	JM706_ORYSJ	Lysine-specific demethylase JMJ706 (EC 1.14.11.66) (Jumonji domain-containing protein 706) (Lysine-specific histone demethylase JMJ706) (Protein JUMONJI 706) ([histone H3]-trimethyl-L-lysine(9) demethylase JMJ706)	JMJ706 Os10g0577600 LOC_Os10g42690 OSJNBa0035H01.2	Oryza sativa subsp. japonica (Rice)	858	JMJ706
Q60973	reviewed	RBBP7_MOUSE	Histone-binding protein RBBP7 (Histone acetyltransferase type B subunit 2) (Nucleosome-remodeling factor subunit RBAP46) (Retinoblastoma-binding protein 7) (RBBP-7) (Retinoblastoma-binding protein p46)	Rbbp7 Rbap46	Mus musculus (Mouse)	425	Rbbp7
Q53WJ1	reviewed	JM703_ORYSJ	Lysine-specific demethylase JMJ703 (EC 1.14.11.67) (Jumonji domain-containing protein 703) (Lysine-specific histone demethylase JMJ703) (Protein JUMONJI 703) ([histone H3]-trimethyl-L-lysine(4) demethylase JMJ703)	JMJ703 Os05g0196500 LOC_Os05g10770 P0617H07.8	Oryza sativa subsp. japonica (Rice)	1238	JMJ703
Q8CHK4	reviewed	KAT5_MOUSE	Histone acetyltransferase KAT5 (EC 2.3.1.48) (60 kDa Tat-interactive protein) (Tip60) (Histone acetyltransferase HTATIP) (Lysine acetyltransferase 5) (Protein 2-hydroxyisobutyryltransferase KAT5) (EC 2.3.1.-) (Protein acetyltransferase KAT5) (EC 2.3.1.-) (Protein crotonyltransferase KAT5) (EC 2.3.1.-)	Kat5 Htatip Tip60	Mus musculus (Mouse)	513	Kat5
Q9NH52	reviewed	MES4_CAEEL	Histone-lysine N-methyltransferase mes-4 (EC 2.1.1.357) (Maternal-effect sterile protein 4)	mes-4 Y2H9A.1	Caenorhabditis elegans	898	mes-4
Q23541	reviewed	KDM5_CAEEL	Lysine-specific demethylase rbr-2 (Histone demethylase rbr-2) (EC 1.14.11.67) (Jumonji/ARID domain-containing protein rbr-2) ([histone H3]-trimethyl-L-lysine(4) demethylase rbr-2)	rbr-2 ZK593.4	Caenorhabditis elegans	1477	rbr-2
Q99MK2	reviewed	KAT5_RAT	Histone acetyltransferase KAT5 (EC 2.3.1.48) (60 kDa Tat-interactive protein) (Tip60) (Histone acetyltransferase HTATIP) (Lysine acetyltransferase 5) (Protein 2-hydroxyisobutyryltransferase KAT5) (EC 2.3.1.-) (Protein acetyltransferase KAT5) (EC 2.3.1.-) (Protein crotonyltransferase KAT5) (EC 2.3.1.-)	Kat5 Htatip Tip60 Tip60b	Rattus norvegicus (Rat)	513	Kat5
A0A163UT06	reviewed	SET17_CAEEL	Histone-lysine N-methyltransferase set-17 (EC 2.1.1.-) (EC 2.1.1.364) (SET domain-containing protein 17)	set-17 T21B10.5	Caenorhabditis elegans	277	set-17
F4I6G4	reviewed	JMJ18_ARATH	Lysine-specific demethylase JMJ18 (EC 1.14.11.-) (Jumonji domain-containing protein 18) (AtJMJ18) (Protein JUMONJI 18) (Lysine-specific histone demethylase JMJ18) ([histone H3]-trimethyl-L-lysine(4) monodemethylase JMJ18)	JMJ18 At1g30810 T17H7.10	Arabidopsis thaliana (Mouse-ear cress)	819	JMJ18
F4KIX0	reviewed	JMJ13_ARATH	Lysine-specific demethylase JMJ13 (EC 1.14.11.-) (Jumonji domain-containing protein 13) (AtJMJ13) (Protein JUMONJI 13) (Lysine-specific histone demethylase JMJ13) ([histone H3]-trimethyl-L-lysine(27) monodemethylase JMJ13)	JMJ13 At5g46910 MQD22.4	Arabidopsis thaliana (Mouse-ear cress)	787	JMJ13
F4I240	reviewed	JMJ17_ARATH	Lysine-specific demethylase JMJ17 (EC 1.14.11.67) (Jumonji domain-containing protein 17) (AtJMJ17) (Protein JUMONJI 17) (Lysine-specific histone demethylase JMJ17) ([histone H3]-trimethyl-L-lysine(4) monodemethylase JMJ17)	JMJ17 At1g63490 F2K11.14	Arabidopsis thaliana (Mouse-ear cress)	1208	JMJ17
Q3TYX3	reviewed	SMYD5_MOUSE	Histone-lysine N-trimethyltransferase SMYD5 (EC 2.1.1.372) (Protein NN8-4AG) (Retinoic acid-induced protein 15) (SET and MYND domain-containing protein 5) ([histone H4]-lysine20 N-trimethyltransferase SMYD5)	Smyd5 Rai15	Mus musculus (Mouse)	416	Smyd5
Q67ZB6	reviewed	JMJ20_ARATH	Arginine-specific demethylase JMJ20 (EC 1.14.11.-) (Arginine-specific histone demethylase JMJ20) (Jumonji domain-containing protein 20) (AtJMJ20) (Protein JUMONJI 20) ([histone H4]-dimethyl-L-arginine(3) monodemethylase JMJ20)	JMJ20 At5g63080 MDC12.4	Arabidopsis thaliana (Mouse-ear cress)	462	JMJ20
Q8VYB9	reviewed	JMJ27_ARATH	Lysine-specific demethylase JMJ27 (EC 1.14.11.65) (Jumonji domain-containing protein 27) (AtJMJ27) (Protein JUMONJI 27) (Lysine-specific histone demethylase JMJ27) ([histone H3]-dimethyl-L-lysine(9) monodemethylase JMJ27)	JMJ27 At4g00990 F3I3	Arabidopsis thaliana (Mouse-ear cress)	840	JMJ27
Q0WVR4	reviewed	JMJ32_ARATH	Lysine-specific demethylase JMJ32 (EC 1.14.11.68) (Jumonji domain-containing protein 32) (AtJMJ32) (Protein JUMONJI 32) (Lysine-specific histone demethylase JMJ32) ([histone H3]-trimethyl-L-lysine(27) monodemethylase JMJ32)	JMJ32 At3g45880 F16L2.90	Arabidopsis thaliana (Mouse-ear cress)	345	JMJ32
Q6FTW5	reviewed	GCN5_CANGA	Histone acetyltransferase GCN5 (EC 2.3.1.48) (Histone crotonyltransferase GCN5) (EC 2.3.1.-)	GCN5 CAGL0F08283g	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) (Yeast) (Nakaseomyces glabratus)	546	GCN5
Q9UUK2	reviewed	GCN5_SCHPO	Histone acetyltransferase gcn5 (EC 2.3.1.48) (Histone crotonyltransferase gcn5) (EC 2.3.1.-)	gcn5 SPAC1952.05	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	454	gcn5
Q9STM3	reviewed	REF6_ARATH	Lysine-specific demethylase REF6 (EC 1.14.11.-) (Jumonji domain-containing protein 12) (AtJMJ12) (Protein JUMONJI 12) (Lysine-specific histone demethylase REF6) (Protein ENHANCER OF ETHYLENE INSENSITIVITY 6) (Protein ETHYLENE-INSENSITIVE 6) (Protein RELATIVE OF EARLY FLOWERING 6) ([histone H3]-trimethyl-L-lysine(27) monodemethylase JMJ12) ([histone H3]-trimethyl-L-lysine(36) monodemethylase JMJ12) ([histone H3]-trimethyl-L-lysine(4) monodemethylase JMJ12)	REF6 EIN6 JMJ12 PKDM9A At3g48430 T29H11_50	Arabidopsis thaliana (Mouse-ear cress)	1360	REF6
Q756G9	reviewed	GCN5_EREGS	Histone acetyltransferase GCN5 (EC 2.3.1.48) (Histone crotonyltransferase GCN5) (EC 2.3.1.-)	GCN5 AER297C	Eremothecium gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Ashbya gossypii)	452	GCN5
Q3UXZ9	reviewed	KDM5A_MOUSE	Lysine-specific demethylase 5A (EC 1.14.11.67) (Histone demethylase JARID1A) (Jumonji/ARID domain-containing protein 1A) (Retinoblastoma-binding protein 2) (RBBP-2) ([histone H3]-trimethyl-L-lysine(4) demethylase 5A)	Kdm5a Jarid1a Rbp2	Mus musculus (Mouse)	1690	Kdm5a
Q61188	reviewed	EZH2_MOUSE	Histone-lysine N-methyltransferase EZH2 (EC 2.1.1.356) (ENX-1) (Enhancer of zeste homolog 2)	Ezh2 Enx1h	Mus musculus (Mouse)	746	Ezh2
Q61645	reviewed	HAIR_MOUSE	Lysine-specific demethylase hairless (EC 1.14.11.65) ([histone H3]-dimethyl-L-lysine(9) demethylase hairless)	Hr	Mus musculus (Mouse)	1182	Hr
P70288	reviewed	HDAC2_MOUSE	Histone deacetylase 2 (HD2) (EC 3.5.1.98) (Protein deacylase HDAC2) (EC 3.5.1.-) (YY1 transcription factor-binding protein)	Hdac2 Yy1bp	Mus musculus (Mouse)	488	Hdac2
Q80UJ9	reviewed	SETMR_MOUSE	Histone-lysine N-methyltransferase SETMAR (EC 2.1.1.357) (SET domain without mariner transposase fusion protein)	Setmar	Mus musculus (Mouse)	309	Setmar
Q8IRW8	reviewed	TRR_DROME	Histone-lysine N-methyltransferase trr (EC 2.1.1.354) (Lysine N-methyltransferase 2C) (Trithorax-related protein)	trr KMT2C CG3848	Drosophila melanogaster (Fruit fly)	2431	trr
Q9V6Q2	reviewed	CID_DROME	Histone H3-like centromeric protein cid (CENP-A homolog) (Centromere identifier protein)	cid CENP-A CG13329	Drosophila melanogaster (Fruit fly)	225	cid
P70351	reviewed	EZH1_MOUSE	Histone-lysine N-methyltransferase EZH1 (EC 2.1.1.356) (ENX-2) (Enhancer of zeste homolog 1)	Ezh1 Enx2	Mus musculus (Mouse)	747	Ezh1
C0SUT9	reviewed	JMJ16_ARATH	Putative lysine-specific demethylase JMJ16 (EC 1.14.11.-) (Jumonji domain-containing protein 16) (AtJMJ16) (Protein JUMONJI 16) (Lysine-specific histone demethylase JMJ16) ([histone H3]-trimethyl-L-lysine(4) monodemethylase JMJ16)	JMJ16 PKDM7D At1g08620 F22O13.10	Arabidopsis thaliana (Mouse-ear cress)	1209	JMJ16
Q8H1S7	reviewed	JMJ28_ARATH	Lysine-specific demethylase JMJ28 (EC 1.14.11.-) (Jumonji domain-containing protein 28) (AtJMJ28) (Protein JUMONJI 28) (Lysine-specific histone demethylase JMJ28) (Protein B160) ([histone H3]-trimethyl-L-lysine monodemethylase JMJ28)	JMJ28 B160 At4g21430 F18E5.50 T6K22.160	Arabidopsis thaliana (Mouse-ear cress)	927	JMJ28
Q9EQQ0	reviewed	SUV92_MOUSE	Histone-lysine N-methyltransferase SUV39H2 (EC 2.1.1.355) (Histone H3-K9 methyltransferase 2) (H3-K9-HMTase 2) (Suppressor of variegation 3-9 homolog 2) (Su(var)3-9 homolog 2)	Suv39h2	Mus musculus (Mouse)	477	Suv39h2
O44757	reviewed	LIN59_CAEEL	Probable histone-lysine N-methyltransferase lin-59 (EC 2.1.1.-) (Abnormal cell lineage protein 59)	lin-59 T12F5.4	Caenorhabditis elegans	1312	lin-59
P06700	reviewed	SIR2_YEAST	NAD-dependent histone deacetylase SIR2 (EC 2.3.1.286) (Regulatory protein SIR2) (Silent information regulator 2)	SIR2 MAR1 YDL042C D2714	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	562	SIR2
P20659	reviewed	TRX_DROME	Histone-lysine N-methyltransferase trithorax (EC 2.1.1.355) (Cysteine methyltransferase KMT2A) (EC 2.1.1.-) (Lysine N-methyltransferase 2A)	trx KMT2A CG8651	Drosophila melanogaster (Fruit fly)	3726	trx
P97609	reviewed	HAIR_RAT	Lysine-specific demethylase hairless (EC 1.14.11.65) ([histone H3]-dimethyl-L-lysine(9) demethylase hairless)	Hr	Rattus norvegicus (Rat)	1181	Hr
Q62240	reviewed	KDM5D_MOUSE	Lysine-specific demethylase 5D (EC 1.14.11.67) (Histocompatibility Y antigen) (H-Y) (Histone demethylase JARID1D) (Jumonji/ARID domain-containing protein 1D) (Protein SmcY) ([histone H3]-trimethyl-L-lysine(4) demethylase 5D)	Kdm5d Hya Jarid1d Smcy	Mus musculus (Mouse)	1548	Kdm5d
Q5I0M0	reviewed	SETMR_RAT	Histone-lysine N-methyltransferase SETMAR (EC 2.1.1.357) (SET domain and mariner transposase fusion protein homolog)	Setmar	Rattus norvegicus (Rat)	315	Setmar
Q62141	reviewed	SIN3B_MOUSE	Paired amphipathic helix protein Sin3b (Histone deacetylase complex subunit Sin3b) (Transcriptional corepressor Sin3b)	Sin3b Kiaa0700	Mus musculus (Mouse)	1098	Sin3b
P69150	reviewed	H31_TETTH	Histone H3 (H3S) (Histone H3-I/H3-II) (Major histone H3) [Cleaved into: H3F]	HHT1 TTHERM_00570560; HHT2 TTHERM_00189180	Tetrahymena thermophila	136	HHT1; HHT2
Q6BDA0	reviewed	ELF6_ARATH	Lysine-specific demethylase ELF6 (EC 1.14.11.-) (Early flowering 6) (Jumonji domain-containing protein 11) (AtJMJ11) (Protein JUMONJI 11) (Lysine-specific histone demethylase ELF6) ([histone H3]-trimethyl-L-lysine(27) monodemethylase JMJ11)	ELF6 JMJ11 PKDM9B At5g04240 F21E1.160	Arabidopsis thaliana (Mouse-ear cress)	1340	ELF6
P39979	reviewed	HPA3_YEAST	D-amino-acid N-acetyltransferase HPA3 (DNT) (EC 2.3.1.36) (EC 2.3.1.48) (Histone and other protein acetyltransferase 3)	HPA3 YEL066W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	161	HPA3
Q84WW6	reviewed	ASHH1_ARATH	Histone-lysine N-methyltransferase ASHH1 (EC 2.1.1.354) (ASH1 homolog 1) (Protein SET DOMAIN GROUP 26)	ASHH1 SDG26 SET26 At1g76710 F28O16.8	Arabidopsis thaliana (Mouse-ear cress)	492	ASHH1
Q60520	reviewed	SIN3A_MOUSE	Paired amphipathic helix protein Sin3a (Histone deacetylase complex subunit Sin3a) (Transcriptional corepressor Sin3a)	Sin3a Kiaa4126	Mus musculus (Mouse)	1274	Sin3a
Q69ZK6	reviewed	JHD2C_MOUSE	Probable JmjC domain-containing histone demethylation protein 2C (EC 1.14.11.-) (Jumonji domain-containing protein 1C)	Jmjd1c Jhdm2c Kiaa1380	Mus musculus (Mouse)	2350	Jmjd1c
Q9WTK2	reviewed	CDYL_MOUSE	Chromodomain Y-like protein (CDY-like) (Crotonyl-CoA hydratase) (EC 4.2.1.-) (Putative histone acetyltransferase Cdyl) (EC 2.3.1.48)	Cdyl	Mus musculus (Mouse)	593	Cdyl
P0CF52	reviewed	KDM7B_DANRE	Lysine-specific demethylase 7B (DrKDM7b) (EC 1.14.11.-) (JmjC domain-containing histone demethylation protein 1D-B)	jhdm1db kdm7b	Danio rerio (Zebrafish) (Brachydanio rerio)	577	jhdm1db
Q08649	reviewed	ESA1_YEAST	Histone acetyltransferase ESA1 (EC 2.3.1.48) (Protein 2-hydroxyisobutyryltransferase ESA1) (EC 2.3.1.-) (Protein acetyltransferase ESA1) (EC 2.3.1.-) (Protein crotonyltransferase ESA1) (EC 2.3.1.-)	ESA1 YOR244W O5257	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	445	ESA1
Q5RHD1	reviewed	KDM7A_DANRE	Lysine-specific demethylase 7A (DrKDM7a) (EC 1.14.11.-) (JmjC domain-containing histone demethylation protein 1D-A)	kdm7a jhdm1da kdm7 si:dkey-105o6.2	Danio rerio (Zebrafish) (Brachydanio rerio)	875	kdm7a
Q67XX3	reviewed	JMJ22_ARATH	Arginine-specific demethylase JMJ22 (EC 1.14.11.-) (Arginine-specific histone demethylase JMJ22) (F-box protein JMJ22) (Jumonji domain-containing protein 22) (AtJMJ22) (Protein JUMONJI 22) ([histone H4]-dimethyl-L-arginine(3) monodemethylase JMJ22)	JMJ22 At5g06550 F15M7.8	Arabidopsis thaliana (Mouse-ear cress)	502	JMJ22
Q8VXV7	reviewed	LDL1_ARATH	Lysine-specific histone demethylase 1 homolog 1 (Lysine-specific histone demethylase 1C) (EC 1.-.-.-) (Flavin-containing amine oxidase domain-containing protein 1) (Protein LSD1-LIKE 1) (AtLSD1) (Protein SWIRM-PAO 1) (AtSWP1)	LDL1 KDM1C LSD1 SWP1 At1g62830 F23N19.19	Arabidopsis thaliana (Mouse-ear cress)	844	LDL1
P84229	reviewed	H32_CHICK	Histone H3.2 (Histone H3 class I)	H3-I; H3-II; H3-III; H3-IV; H3-V; H3-VI; H3-VII; H3-VIII	Gallus gallus (Chicken)	136	H3-I; H3-II; H3-III; H3-IV; H3-V; H3-VI; H3-VII; H3-VIII
P62802	reviewed	H4_PIG	Histone H4		Sus scrofa (Pig)	103	
P02264	reviewed	H2A_ONCMY	Histone H2A		Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	128	
Q75VN4	reviewed	H2B_ZHASC	Histone H2B	histh2b	Zhangixalus schlegelii (Japanese gliding frog) (Rhacophorus schlegelii)	126	histh2b
P62801	reviewed	H4_CHICK	Histone H4	H4-I; H4-II; H4-III; H4-IV; H4-V; H4-VI; H4-VII	Gallus gallus (Chicken)	103	H4-I; H4-II; H4-III; H4-IV; H4-V; H4-VI; H4-VII
Q99285	reviewed	H2B_PEA	Histone H2B	HIS2B	Pisum sativum (Garden pea) (Lathyrus oleraceus)	120	HIS2B
P02259	reviewed	H5_CHICK	Histone H5		Gallus gallus (Chicken)	190	
P62797	reviewed	H4_ONCMY	Histone H4		Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	103	
P62799	reviewed	H4_XENLA	Histone H4		Xenopus laevis (African clawed frog)	103	
P83863	reviewed	H2B_PENVA	Histone H2B		Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	116	
Q6PV61	reviewed	H2A_PENVA	Histone H2A		Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	123	
Q7M4G7	reviewed	H2B_PATPE	Histone H2B		Patiria pectinifera (Starfish) (Asterina pectinifera)	122	
O70546	reviewed	KDM6A_MOUSE	Lysine-specific demethylase 6A (EC 1.14.11.68) (Histone demethylase UTX) (Ubiquitously transcribed TPR protein on the X chromosome) (Ubiquitously transcribed X chromosome tetratricopeptide repeat protein) ([histone H3]-trimethyl-L-lysine(27) demethylase 6A)	Kdm6a Utx	Mus musculus (Mouse)	1401	Kdm6a
P59997	reviewed	KDM2A_MOUSE	Lysine-specific demethylase 2A (EC 1.14.11.27) (F-box and leucine-rich repeat protein 11) (F-box/LRR-repeat protein 11) (JmjC domain-containing histone demethylation protein 1A) ([Histone-H3]-lysine-36 demethylase 1A)	Kdm2a Fbl11 Fbxl11 Jhdm1a Kiaa1004	Mus musculus (Mouse)	1161	Kdm2a
F4IXE7	reviewed	IDM1_ARATH	Increased DNA methylation 1 (Histone H3 acetyltransferase IDM1) (EC 2.3.1.-) (Protein ROS4) (Repressor of silencing 4)	IDM1 ROS4 At3g14980 K15M2.12	Arabidopsis thaliana (Mouse-ear cress)	1189	IDM1
P42124	reviewed	EZ_DROME	Histone-lysine N-methyltransferase E(z) (EC 2.1.1.356) (Lysine N-methyltransferase 6) (Protein enhancer of zeste)	E(z) KMT6 CG6502	Drosophila melanogaster (Fruit fly)	760	E(z)
Q08923	reviewed	CTI6_YEAST	Histone deacetylase complex subunit CTI6 (CYC8-TUP1-interacting protein 6) (Transcriptional regulatory protein CTI6)	CTI6 RXT1 YPL181W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	506	CTI6
Q94545	reviewed	ASH2_DROME	Set1/Ash2 histone methyltransferase complex subunit ASH2 (Absent, small, or homeotic discs protein 2)	ash2 CG6677	Drosophila melanogaster (Fruit fly)	556	ash2
Q94AH9	reviewed	FBRL2_ARATH	rRNA 2'-O-methyltransferase fibrillarin 2 (AtFib2) (EC 2.1.1.-) (Fibrillarin-like protein 2) (Histone-glutamine methyltransferase)	FIB2 FLP MED36_1 MED36A At4g25630 L73G19.10	Arabidopsis thaliana (Mouse-ear cress)	320	FIB2
Q9VMJ7	reviewed	KDM5_DROME	Lysine-specific demethylase 5 (EC 1.14.11.67) (Histone demethylase lid) (Jumonji/ARID domain-containing protein lid) (Protein little imaginal disks) (lid) (Retinoblastoma-binding protein 2 homolog) ([histone H3]-trimethyl-L-lysine(4) demethylase Kdm5)	Kdm5 lid CG9088	Drosophila melanogaster (Fruit fly)	1838	Kdm5
Q7M6Z3	reviewed	SMYD2_RAT	N-lysine methyltransferase SMYD2 (EC 2.1.1.-) (Histone methyltransferase SMYD2) (EC 2.1.1.354) (SET and MYND domain-containing protein 2)	Smyd2	Rattus norvegicus (Rat)	433	Smyd2
O17514	reviewed	MES2_CAEEL	Histone-lysine N-methyltransferase mes-2 (EC 2.1.1.356) (E(z) homolog) (Maternal-effect sterile protein 2)	mes-2 R06A4.7	Caenorhabditis elegans	773	mes-2
Q06205	reviewed	FKBP4_YEAST	FK506-binding protein 4 (EC 5.2.1.8) (Histone proline isomerase) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase)	FPR4 YLR449W L9324.3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	392	FPR4
Q8R5A0	reviewed	SMYD2_MOUSE	N-lysine methyltransferase SMYD2 (EC 2.1.1.-) (Histone methyltransferase SMYD2) (EC 2.1.1.354) (SET and MYND domain-containing protein 2)	Smyd2	Mus musculus (Mouse)	433	Smyd2
Q9WVG6	reviewed	CARM1_MOUSE	Histone-arginine methyltransferase CARM1 (EC 2.1.1.319) (Coactivator-associated arginine methyltransferase 1) (Protein arginine N-methyltransferase 4)	Carm1 Prmt4	Mus musculus (Mouse)	608	Carm1
