Entry	Reviewed	Entry name	Protein names	Gene names	Organism	Length	Gene names (primary)
Q1DLM0	reviewed	EFGM_COCIM	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	MEF1 CIMG_08793	Coccidioides immitis (strain RS) (Valley fever fungus)	800	MEF1
Q4WP57	reviewed	EFGM_ASPFU	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	mef1 AFUA_4G08110	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	802	mef1
Q96EI5	reviewed	TCAL4_HUMAN	Transcription elongation factor A protein-like 4 (TCEA-like protein 4) (Transcription elongation factor S-II protein-like 4)	TCEAL4 NPD017	Homo sapiens (Human)	215	TCEAL4
A3GHT9	reviewed	EFGM_PICST	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	MEF1 PICST_39465	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis)	775	MEF1
A7A0X4	reviewed	EFGM_YEAS7	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	MEF1 SCY_3648	Saccharomyces cerevisiae (strain YJM789) (Baker's yeast)	761	MEF1
B2WBM8	reviewed	EFGM_PYRTR	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	mef1 PTRG_07041	Pyrenophora tritici-repentis (strain Pt-1C-BFP) (Wheat tan spot fungus) (Drechslera tritici-repentis)	801	mef1
B4KKD5	reviewed	EFGM_DROMO	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	mEFG1 ico GI17797	Drosophila mojavensis (Fruit fly)	747	mEFG1
B4LS49	reviewed	EFGM_DROVI	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	mEFG1 ico GJ17621	Drosophila virilis (Fruit fly)	747	mEFG1
B4MZW9	reviewed	EFGM_DROWI	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	mEFG1 ico GK24732	Drosophila willistoni (Fruit fly)	745	mEFG1
B8MJJ5	reviewed	EFGM_TALSN	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	mef1 TSTA_046490	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	804	mef1
Q92005	reviewed	EF1A_DANRE	Elongation factor 1-alpha (EF-1-alpha) (EC 3.6.5.-)	eef1a ef1a	Danio rerio (Zebrafish) (Brachydanio rerio)	462	eef1a
P30128	reviewed	GREB_ECOLI	Transcription elongation factor GreB (Transcript cleavage factor GreB)	greB b3406 JW3369	Escherichia coli (strain K12)	158	greB
P0A6W5	reviewed	GREA_ECOLI	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA b3181 JW3148	Escherichia coli (strain K12)	158	greA
O21245	reviewed	EFTU_RECAM	Elongation factor Tu, mitochondrial	TUFA	Reclinomonas americana	394	TUFA
Q7SH14	reviewed	EFGM_NEUCR	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	mef1 B16D18.090 NCU02955	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	800	mef1
P48006	reviewed	EF1D1_ARATH	Elongation factor 1-delta 1 (EF-1-delta 1) (Elongation factor 1B-beta 1) (eEF-1B beta 1)	At1g30230 F12P21.12	Arabidopsis thaliana (Mouse-ear cress)	231	
Q9H3H9	reviewed	TCAL2_HUMAN	Transcription elongation factor A protein-like 2 (TCEA-like protein 2) (Transcription elongation factor S-II protein-like 2)	TCEAL2 My048 MY0876G0	Homo sapiens (Human)	227	TCEAL2
Q9USZ1	reviewed	EFGM_SCHPO	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	mef1 SPBC1306.01c SPBC409.22c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	770	mef1
B3MK91	reviewed	EFGM_DROAN	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1) (Protein iconoclast)	ico GF14034	Drosophila ananassae (Fruit fly)	745	ico
Q23716	reviewed	EF2_CRYPV	Elongation factor 2 (EF-2) (EC 3.6.5.-)		Cryptosporidium parvum	832	
Q148K0	reviewed	TCEA2_BOVIN	Transcription elongation factor A protein 2 (Transcription elongation factor S-II protein 2)	TCEA2	Bos taurus (Bovine)	300	TCEA2
Q40682	reviewed	EF1D2_ORYSJ	Elongation factor 1-delta 2 (EF-1-delta 2) (Elongation factor 1B-beta 2) (eEF-1B beta 2)	Os03g0406200 LOC_Os03g29260 OSJNBa0002D18.20	Oryza sativa subsp. japonica (Rice)	226	
Q40680	reviewed	EF1D1_ORYSJ	Elongation factor 1-delta 1 (EF-1-delta 1) (Elongation factor 1B-beta 1) (eEF-1B beta 1)	Os07g0614500 LOC_Os07g42300 P0616D06.117	Oryza sativa subsp. japonica (Rice)	229	
Q2KI09	reviewed	TCEA3_BOVIN	Transcription elongation factor A protein 3 (Transcription elongation factor S-II protein 3)	TCEA3	Bos taurus (Bovine)	349	TCEA3
Q29RL9	reviewed	TCEA1_BOVIN	Transcription elongation factor A protein 1 (Transcription elongation factor S-II protein 1)	TCEA1	Bos taurus (Bovine)	301	TCEA1
Q9VL18	reviewed	EF1D_DROME	Probable elongation factor 1-delta (EF-1-delta)	eEF1delta CG4912	Drosophila melanogaster (Fruit fly)	256	eEF1delta
P19486	reviewed	EF1A_THEAC	Elongation factor 1-alpha (EF-1-alpha) (Elongation factor Tu) (EF-Tu)	tuf Ta0444	Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165)	424	tuf
Q7S743	reviewed	SPT4_NEUCR	Transcription elongation factor spt4 (Chromatin elongation factor spt4) (Transcription elongation factor 2)	trf-2 spt4 NCU03838	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	120	trf-2
Q7S3C4	reviewed	SPT5_NEUCR	Transcription elongation factor spt5 (Chromatin elongation factor spt5) (Transcription elongation factor 3)	trf-3 spt5 NCU06929	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	1054	trf-3
Q5AL45	reviewed	EFGM_CANAL	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)	MEF1 CAALFM_C113060CA CaO19.12398 CaO19.4932	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	761	MEF1
Q9VCX4	reviewed	RRF2M_DROME	Ribosome-releasing factor 2, mitochondrial (RRF2mt) (Elongation factor G 2, mitochondrial) (EF-G2mt) (mEF-G 2) (Elongation factor G2) (Ribosome-recycling factor 2, mitochondrial)	mRRF2 EF-G2 CG31159	Drosophila melanogaster (Fruit fly)	740	mRRF2
Q979T1	reviewed	EF1A_THEVO	Elongation factor 1-alpha (EF-1-alpha) (Elongation factor Tu) (EF-Tu)	tuf TV1079 TVG1107082	Thermoplasma volcanium (strain ATCC 51530 / DSM 4299 / JCM 9571 / NBRC 15438 / GSS1)	424	tuf
P0CR72	reviewed	SPT6_CRYNJ	Transcription elongation factor SPT6 (Chromatin elongation factor SPT6)	SPT6 CNB04370	Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans)	1506	SPT6
Q2UGU3	reviewed	SPT5_ASPOR	Transcription elongation factor spt5 (Chromatin elongation factor spt5)	spt5 AO090023000710	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	1026	spt5
Q6CC84	reviewed	SPT5_YARLI	Transcription elongation factor SPT5 (Chromatin elongation factor SPT5)	SPT5 YALI0C11561g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	980	SPT5
Q6FLB1	reviewed	SPT6_CANGA	Transcription elongation factor SPT6 (Chromatin elongation factor SPT6)	SPT6 CAGL0L04774g	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) (Yeast) (Nakaseomyces glabratus)	1449	SPT6
P16018	reviewed	EF1A_HALMA	Elongation factor 1-alpha (EF-1-alpha) (Elongation factor Tu) (EF-Tu)	tuf eef1a rrnAC2406	Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809) (Halobacterium marismortui)	421	tuf
P68456	reviewed	PG087_VACCW	Late transcription elongation factor OPG087 (Late transcription elongation factor G2) (Protein G2)	OPG087 VACWR080 G2R	Vaccinia virus (strain Western Reserve) (VACV) (Vaccinia virus (strain WR))	220	OPG087
Q9YAV0	reviewed	EF1A_AERPE	Elongation factor 1-alpha (EF-1-alpha) (Elongation factor Tu) (EF-Tu)	tuf APE_1844	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	437	tuf
P35021	reviewed	EF1A_SACS2	Elongation factor 1-alpha (EF-1-alpha) (Elongation factor Tu) (EF-Tu)	tuf tef1 SSO0216	Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus)	435	tuf
Q6CWW9	reviewed	SPT5_KLULA	Transcription elongation factor SPT5 (Chromatin elongation factor SPT5)	SPT5 KLLA0B00891g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	1036	SPT5
P33167	reviewed	EFTU_BURCE	Elongation factor Tu (EF-Tu)	tuf	Burkholderia cepacia (Pseudomonas cepacia)	396	tuf
P33169	reviewed	EFTU_SHEPU	Elongation factor Tu (EF-Tu)	tuf	Shewanella putrefaciens (Pseudomonas putrefaciens)	394	tuf
Q5BCN2	reviewed	SPT5_EMENI	Transcription elongation factor spt5 (Chromatin elongation factor spt5)	spt5 AN1698	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	1016	spt5
Q6BZG0	reviewed	SPT5_DEBHA	Transcription elongation factor SPT5 (Chromatin elongation factor SPT5)	SPT5 DEHA2A01628g	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	967	SPT5
P93447	reviewed	EF1D_SPUBR	Elongation factor 1-delta (EF-1-delta) (Elongation factor 1B-beta) (eEF-1B beta)		Spuriopimpinella brachycarpa (Chamnamul) (Pimpinella brachycarpa)	226	
P0CR68	reviewed	SPT4_CRYNJ	Transcription elongation factor SPT4 (Chromatin elongation factor SPT4)	SPT4 CNI03430	Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans)	113	SPT4
Q2U561	reviewed	SPT6_ASPOR	Transcription elongation factor spt6 (Chromatin elongation factor spt6)	spt6 AO090020000058	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	1422	spt6
P0DUK0	reviewed	EFP_NEIME	Elongation factor P (EF-P)	efp	Neisseria meningitidis	186	efp
O50306	reviewed	EFTU_GEOSE	Elongation factor Tu (EF-Tu)	tuf	Geobacillus stearothermophilus (Bacillus stearothermophilus)	395	tuf
P33170	reviewed	EFTU_STROR	Elongation factor Tu (EF-Tu)	tuf	Streptococcus oralis	398	tuf
Q93PU8	reviewed	EFTU_STAWA	Elongation factor Tu (EF-Tu)	tuf	Staphylococcus warneri	270	tuf
P29551	reviewed	EF3_PNECA	Elongation factor 3 (EF-3) (EC 3.6.4.-)	TEF3	Pneumocystis carinii	1042	TEF3
P29546	reviewed	EF1B_WHEAT	Elongation factor 1-beta (EF-1-beta) (Elongation factor 1-beta') (EF-1-beta') (Elongation factor 1B-alpha 2) (eEF-1B alpha 2)		Triticum aestivum (Wheat)	216	
Q0W8G2	reviewed	EF1A_METAR	Elongation factor 1-alpha (EF-1-alpha) (Elongation factor Tu) (EF-Tu)	tuf UNCMA_28450 LRC365	Methanocella arvoryzae (strain DSM 22066 / NBRC 105507 / MRE50)	426	tuf
Q9Y700	reviewed	EFTU_SCHPO	Elongation factor Tu, mitochondrial	tuf1 SPBC9B6.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	439	tuf1
E9Q286	reviewed	ICE1_MOUSE	Little elongation complex subunit 1 (Interactor of little elongator complex ELL subunit 1)	Ice1 Kiaa0947	Mus musculus (Mouse)	2241	Ice1
Q68FR6	reviewed	EF1G_RAT	Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)	Eef1g	Rattus norvegicus (Rat)	437	Eef1g
Q3SZV3	reviewed	EF1G_BOVIN	Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)	EEF1G	Bos taurus (Bovine)	440	EEF1G
Q6PE25	reviewed	EF1G_DANRE	Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)	eef1g	Danio rerio (Zebrafish) (Brachydanio rerio)	442	eef1g
Q9D8N0	reviewed	EF1G_MOUSE	Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)	Eef1g	Mus musculus (Mouse)	437	Eef1g
Q4PI89	reviewed	SPT6_USTMA	Transcription elongation factor SPT6 (Chromatin elongation factor SPT6)	SPT6 UMAG_00174	Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus)	1723	SPT6
Q4WU00	reviewed	SPT4_ASPFU	Transcription elongation factor spt4 (Chromatin elongation factor spt4)	spt4 AFUA_5G06690	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	156	spt4
Q4PIC4	reviewed	SPT5_USTMA	Transcription elongation factor SPT5 (Chromatin elongation factor SPT5)	SPT5 UMAG_10033	Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus)	954	SPT5
Q4WP96	reviewed	SPT5_ASPFU	Transcription elongation factor spt5 (Chromatin elongation factor spt5)	spt5 AFUA_4G08500	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	1058	spt5
P64036	reviewed	EFP_SALTY	Elongation factor P (EF-P)	efp STM4334	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	188	efp
Q06193	reviewed	EF2_ENTHI	Elongation factor 2 (EF-2) (EC 3.6.5.-)	EF-2	Entamoeba histolytica	840	EF-2
Q6FYA7	reviewed	EF2_CANGA	Elongation factor 2 (EF-2) (EC 3.6.5.-)	EFT1 CAGL0A03234g	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) (Yeast) (Nakaseomyces glabratus)	842	EFT1
B0B7N8	reviewed	EFTU_CHLT2	Elongation factor Tu (EF-Tu)	tuf CTL0574	Chlamydia trachomatis serovar L2 (strain 434/Bu / ATCC VR-902B)	394	tuf
Q5GWS9	reviewed	EFG_XANOR	Elongation factor G (EF-G)	fusA XOO3588	Xanthomonas oryzae pv. oryzae (strain KACC10331 / KXO85)	705	fusA
Q754C8	reviewed	EF2_EREGS	Elongation factor 2 (EF-2) (EC 3.6.5.-)	EFT1 AFR142C	Eremothecium gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Ashbya gossypii)	842	EFT1
Q89J82	reviewed	EFTU_BRADU	Elongation factor Tu (EF-Tu)	tuf bll5402	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	396	tuf
Q9HZZ2	reviewed	EFP_PSEAE	Elongation factor P (EF-P)	efp PA2851	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	188	efp
P30768	reviewed	EFTU_MYCLE	Elongation factor Tu (EF-Tu)	tuf ML1877	Mycobacterium leprae (strain TN)	396	tuf
P43895	reviewed	EFTS_THET8	Elongation factor Ts (EF-Ts)	tsf TTHA0860	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	196	tsf
P48864	reviewed	EFTU_NEIGO	Elongation factor Tu (EF-Tu)	tuf tufA	Neisseria gonorrhoeae	394	tuf
Q6BJ25	reviewed	EF2_DEBHA	Elongation factor 2 (EF-2) (EC 3.6.5.-)	EFT1 DEHA2G05742g	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	842	EFT1
Q6CPQ9	reviewed	EF2_KLULA	Elongation factor 2 (EF-2) (EC 3.6.5.-)	EFT1 KLLA0E02926g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	842	EFT1
Q874B9	reviewed	EF2_PICPA	Elongation factor 2 (EF-2) (EC 3.6.5.-)	EFT1 PEF1	Komagataella pastoris (Yeast) (Pichia pastoris)	842	EFT1
Q96MN5	reviewed	TEAN2_HUMAN	Transcription elongation factor A N-terminal and central domain-containing protein 2	TCEANC2 C1orf83	Homo sapiens (Human)	208	TCEANC2
P12262	reviewed	EF1B_ARTSA	Elongation factor 1-beta (EF-1-beta)		Artemia salina (Brine shrimp)	207	
F1MGG3	reviewed	ELL3_BOVIN	RNA polymerase II elongation factor ELL3	ELL3	Bos taurus (Bovine)	395	ELL3
Q3UKU1	reviewed	ELL2_MOUSE	RNA polymerase II elongation factor ELL2	Ell2	Mus musculus (Mouse)	639	Ell2
O24310	reviewed	EFTU_PEA	Elongation factor Tu, chloroplastic (EF-Tu)	tufA	Pisum sativum (Garden pea) (Lathyrus oleraceus)	488	tufA
P46280	reviewed	EFTU2_SOYBN	Elongation factor Tu, chloroplastic (EF-Tu)	TUFB1	Glycine max (Soybean) (Glycine hispida)	479	TUFB1
P68158	reviewed	EFTU_TOBAC	Elongation factor Tu, chloroplastic (EF-Tu)	TUFA	Nicotiana tabacum (Common tobacco)	478	TUFA
Q1HPK6	reviewed	EF2_BOMMO	Translation elongation factor 2 (EF-2) (EC 3.6.5.-)	tef2	Bombyx mori (Silk moth)	844	tef2
Q43364	reviewed	EFTUB_NICSY	Elongation factor TuB, chloroplastic (EF-TuB)	TUFB	Nicotiana sylvestris (Wood tobacco) (South American tobacco)	485	TUFB
Q57918	reviewed	SELB_METJA	Selenocysteine-specific elongation factor (SelB translation factor)	selB MJ0495	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	469	selB
P53013	reviewed	EF1A_CAEEL	Elongation factor 1-alpha (EF-1-alpha)	eft-3 F31E3.5; eft-4 R03G5.1	Caenorhabditis elegans	463	eft-3; eft-4
Q40450	reviewed	EFTUA_NICSY	Elongation factor TuA, chloroplastic (EF-TuA)	TUFA	Nicotiana sylvestris (Wood tobacco) (South American tobacco)	478	TUFA
Q43467	reviewed	EFTU1_SOYBN	Elongation factor Tu, chloroplastic (EF-Tu)	TUFA	Glycine max (Soybean) (Glycine hispida)	479	TUFA
P84172	reviewed	EFTU_CHICK	Elongation factor Tu, mitochondrial (EF-Tu)	TUFM	Gallus gallus (Chicken)	352	TUFM
Q9W1R4	reviewed	ICE1_DROME	Little elongation complex subunit 1 (Interactor of little elongator complex ELL subunit 1)	Ice1 CG13550	Drosophila melanogaster (Fruit fly)	1395	Ice1
A5DN78	reviewed	EFTU_PICGU	Elongation factor Tu, mitochondrial (tufM)	TUF1 PGUG_04729	Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324) (Yeast) (Candida guilliermondii)	426	TUF1
C4YJQ8	reviewed	EF2_CANAW	Elongation factor 2 (EF-2) (EC 3.6.5.-)	EFT2 CAWG_04077	Candida albicans (strain WO-1) (Yeast)	842	EFT2
P99152	reviewed	EFTU_STAAN	Elongation factor Tu (EF-Tu)	tuf tufA SA0506	Staphylococcus aureus (strain N315)	394	tuf
Q58448	reviewed	EF2_METJA	Elongation factor 2 (EF-2)	fusA fus MJ1048	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	726	fusA
Q5XDW4	reviewed	EFG_STRP6	Elongation factor G (EF-G)	fus M6_Spy0264	Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394)	692	fus
Q8YP63	reviewed	EFTU_NOSS1	Elongation factor Tu (EF-Tu)	tuf tufA all4337	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	409	tuf
A5FZW7	reviewed	EFTU_ACICJ	Elongation factor Tu (EF-Tu)	tuf Acry_1948	Acidiphilium cryptum (strain JF-5)	395	tuf
P64031	reviewed	EFTU_STRR6	Elongation factor Tu (EF-Tu)	tuf tufA spr1343	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	398	tuf
Q8D240	reviewed	EFTU_WIGBR	Elongation factor Tu (EF-Tu)	tuf tufA WIGBR5150	Wigglesworthia glossinidia brevipalpis	394	tuf
Q8Y422	reviewed	EFTU_LISMO	Elongation factor Tu (EF-Tu)	tuf tufA lmo2653	Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e)	395	tuf
A8F2E9	reviewed	EFTU_RICM5	Elongation factor Tu (EF-Tu)	tuf RMA_1042	Rickettsia massiliae (strain Mtu5)	394	tuf
O31297	reviewed	EFTU_BUCAI	Elongation factor Tu (EF-Tu)	tuf tufA BU526	Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS) (Acyrthosiphon pisum symbiotic bacterium)	394	tuf
Q7ZXP8	reviewed	EF2_XENLA	Elongation factor 2 (EF-2) (EC 3.6.5.-)	eef2.1.L	Xenopus laevis (African clawed frog)	858	eef2.1.L
Q83ES7	reviewed	EFG_COXBU	Elongation factor G (EF-G)	fusA CBU_0235	Coxiella burnetii (strain RSA 493 / Nine Mile phase I)	699	fusA
A5DI11	reviewed	EF2_PICGU	Elongation factor 2 (EF-2) (EC 3.6.5.-)	EFT2 PGUG_02912	Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324) (Yeast) (Candida guilliermondii)	842	EFT2
P74227	reviewed	EFTU_SYNY3	Elongation factor Tu (EF-Tu)	tuf tufA sll1099	Synechocystis sp. (strain PCC 6803 / Kazusa)	399	tuf
Q2G0N1	reviewed	EFG_STAA8	Elongation factor G (EF-G)	fusA SAOUHSC_00529	Staphylococcus aureus (strain NCTC 8325 / PS 47)	693	fusA
Q5XD49	reviewed	EFTU_STRP6	Elongation factor Tu (EF-Tu)	tuf M6_Spy0529	Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394)	398	tuf
Q83JC3	reviewed	EFG_SHIFL	Elongation factor G (EF-G)	fusA SF3358 S4404	Shigella flexneri	704	fusA
Q875Z2	reviewed	EF2_NAUCC	Elongation factor 2 (EF-2) (EC 3.6.5.-)	EFT1 NCAS_0H02230	Naumovozyma castellii (strain ATCC 76901 / BCRC 22586 / CBS 4309 / NBRC 1992 / NRRL Y-12630) (Yeast) (Saccharomyces castellii)	842	EFT1
P22679	reviewed	EFTU_METH1	Elongation factor Tu (EF-Tu)	tuf MHO_0520	Metamycoplasma hominis (strain ATCC 23114 / DSM 25592 / NBRC 14850 / NCTC 10111 / PG21) (Mycoplasma hominis)	397	tuf
P33171	reviewed	EFTU_SYNE7	Elongation factor Tu (EF-Tu)	tuf Synpcc7942_0884	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	409	tuf
P68789	reviewed	EFG_STAAN	Elongation factor G (EF-G)	fusA fus SA0505	Staphylococcus aureus (strain N315)	693	fusA
P72483	reviewed	EFTU_STRMU	Elongation factor Tu (EF-Tu)	tuf SMU_714	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	398	tuf
Q5SHN5	reviewed	EFG_THET8	Elongation factor G (EF-G)	fusA fus TTHA1695	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	691	fusA
Q8EEP9	reviewed	EFP_SHEON	Elongation factor P (EF-P)	efp SO_2328	Shewanella oneidensis (strain MR-1)	186	efp
Q927I6	reviewed	EFTU_LISIN	Elongation factor Tu (EF-Tu)	tuf tufA lin2802	Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262)	395	tuf
Q9PK73	reviewed	EFTU_CHLMU	Elongation factor Tu (EF-Tu)	tuf TC_0596	Chlamydia muridarum (strain MoPn / Nigg)	394	tuf
P05303	reviewed	EF1A2_DROME	Elongation factor 1-alpha 2 (EF-1-alpha-2)	eEF1alpha2 EF1a Ef1alpha100E F2 CG1873	Drosophila melanogaster (Fruit fly)	462	eEF1alpha2
P29520	reviewed	EF1A_BOMMO	Elongation factor 1-alpha (EF-1-alpha)		Bombyx mori (Silk moth)	463	
P34824	reviewed	EF1A1_HORVU	Elongation factor 1-alpha (EF-1-alpha)		Hordeum vulgare (Barley)	447	
O24534	reviewed	EF1A_VICFA	Elongation factor 1-alpha (EF-1-alpha)		Vicia faba (Broad bean) (Faba vulgaris)	447	
P17786	reviewed	EF1A_SOLLC	Elongation factor 1-alpha (EF-1-alpha)		Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	448	
P51554	reviewed	EF1A_HYDVU	Elongation factor 1-alpha (EF-1-alpha)		Hydra vulgaris (Hydra) (Hydra attenuata)	468	
Q8LPC4	reviewed	EF1A_NEOYE	Elongation factor 1-alpha (EF-1-alpha)		Neopyropia yezoensis (Susabi-nori) (Pyropia yezoensis)	449	
Q07051	reviewed	EF1A_EIMBO	Elongation factor 1-alpha (EF-1-alpha)		Eimeria bovis	346	
Q41011	reviewed	EF1A_PEA	Elongation factor 1-alpha (EF-1-alpha)		Pisum sativum (Garden pea) (Lathyrus oleraceus)	447	
P19039	reviewed	EF1A_APIME	Elongation factor 1-alpha (EF-1-alpha)		Apis mellifera (Honeybee)	461	
P29521	reviewed	EF1A1_DAUCA	Elongation factor 1-alpha (EF-1-alpha)		Daucus carota (Wild carrot)	449	
P34823	reviewed	EF1A2_DAUCA	Elongation factor 1-alpha (EF-1-alpha)		Daucus carota (Wild carrot)	447	
Q9CAM1	reviewed	SPT62_ARATH	Transcription elongation factor SPT6-like	At1g63210 F16M19.22	Arabidopsis thaliana (Mouse-ear cress)	1322	
Q3SYX6	reviewed	SPT4H_BOVIN	Transcription elongation factor SPT4 (DRB sensitivity-inducing factor small subunit) (DSIF small subunit)	SUPT4H1	Bos taurus (Bovine)	117	SUPT4H1
Q85FT7	reviewed	EFTU_CYAM1	Elongation factor Tu, chloroplastic (EF-Tu)	tufA tuf	Cyanidioschyzon merolae (strain NIES-3377 / 10D) (Unicellular red alga)	410	tufA
