Entry	Reviewed	Entry name	Protein names	Gene names	Organism	Length	Gene names (primary)
A4W6D6	reviewed	DNAJ_ENT38	Chaperone protein DnaJ	dnaJ Ent638_0579	Enterobacter sp. (strain 638)	382	dnaJ
A5CD86	reviewed	DNAJ_ORITB	Chaperone protein DnaJ	dnaJ OTBS_0703	Orientia tsutsugamushi (strain Boryong) (Rickettsia tsutsugamushi)	377	dnaJ
A5ITA7	reviewed	DNAJ_STAA9	Chaperone protein DnaJ	dnaJ SaurJH9_1637	Staphylococcus aureus (strain JH9)	379	dnaJ
A5N6M3	reviewed	DNAJ_CLOK5	Chaperone protein DnaJ	dnaJ CKL_0903	Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680)	379	dnaJ
A5W9A2	reviewed	DNAJ_PSEP1	Chaperone protein DnaJ	dnaJ Pput_4592	Pseudomonas putida (strain ATCC 700007 / DSM 6899 / BCRC 17059 / F1)	374	dnaJ
A6U251	reviewed	DNAJ_STAA2	Chaperone protein DnaJ	dnaJ SaurJH1_1671	Staphylococcus aureus (strain JH1)	379	dnaJ
A6WX07	reviewed	DNAJ_BRUA4	Chaperone protein DnaJ	dnaJ Oant_0789	Brucella anthropi (strain ATCC 49188 / DSM 6882 / CCUG 24695 / JCM 21032 / LMG 3331 / NBRC 15819 / NCTC 12168 / Alc 37) (Ochrobactrum anthropi)	377	dnaJ
A7FME2	reviewed	DNAJ_YERP3	Chaperone protein DnaJ	dnaJ YpsIP31758_3465	Yersinia pseudotuberculosis serotype O:1b (strain IP 31758)	379	dnaJ
A7MIK3	reviewed	DNAJ_CROS8	Chaperone protein DnaJ	dnaJ ESA_03324	Cronobacter sakazakii (strain ATCC BAA-894) (Enterobacter sakazakii)	379	dnaJ
A8F0U0	reviewed	DNAJ_RICM5	Chaperone protein DnaJ	dnaJ RMA_0245	Rickettsia massiliae (strain Mtu5)	374	dnaJ
A8GMF8	reviewed	DNAJ_RICAH	Chaperone protein DnaJ	dnaJ A1C_01325	Rickettsia akari (strain Hartford)	371	dnaJ
A8GR21	reviewed	DNAJ_RICRS	Chaperone protein DnaJ	dnaJ A1G_01330	Rickettsia rickettsii (strain Sheila Smith)	373	dnaJ
A9BNG6	reviewed	DNAJ_DELAS	Chaperone protein DnaJ	dnaJ Daci_5232	Delftia acidovorans (strain DSM 14801 / SPH-1)	380	dnaJ
A9KG87	reviewed	DNAJ_COXBN	Chaperone protein DnaJ	dnaJ CBUD_1377	Coxiella burnetii (strain Dugway 5J108-111)	375	dnaJ
A9LZV9	reviewed	DNAJ_NEIM0	Chaperone protein DnaJ	dnaJ NMCC_0067	Neisseria meningitidis serogroup C (strain 053442)	373	dnaJ
A9MXI3	reviewed	DNAJ_SALPB	Chaperone protein DnaJ	dnaJ SPAB_00015	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)	379	dnaJ
B0SHT0	reviewed	DNAJ_LEPBA	Chaperone protein DnaJ	dnaJ LBF_3264	Leptospira biflexa serovar Patoc (strain Patoc 1 / Ames)	375	dnaJ
B0U3J7	reviewed	DNAJ_XYLFM	Chaperone protein DnaJ	dnaJ Xfasm12_1511	Xylella fastidiosa (strain M12)	368	dnaJ
B0U833	reviewed	DNAJ_METS4	Chaperone protein DnaJ	dnaJ M446_6271	Methylobacterium sp. (strain 4-46)	387	dnaJ
B1JW20	reviewed	DNAJ_BURO0	Chaperone protein DnaJ	dnaJ Bcenmc03_0722	Burkholderia orbicola (strain MC0-3)	378	dnaJ
B1KRT1	reviewed	DNAJ_SHEWM	Chaperone protein DnaJ	dnaJ Swoo_3582	Shewanella woodyi (strain ATCC 51908 / MS32)	378	dnaJ
B1LCI2	reviewed	DNAJ_THESQ	Chaperone protein DnaJ	dnaJ TRQ2_0078	Thermotoga sp. (strain RQ2)	369	dnaJ
B1LFU5	reviewed	DNAJ_ECOSM	Chaperone protein DnaJ	dnaJ EcSMS35_0013	Escherichia coli (strain SMS-3-5 / SECEC)	376	dnaJ
B1Y787	reviewed	DNAJ_LEPCP	Chaperone protein DnaJ	dnaJ Lcho_2577	Leptothrix cholodnii (strain ATCC 51168 / LMG 8142 / SP-6) (Leptothrix discophora (strain SP-6))	385	dnaJ
B1ZGR2	reviewed	DNAJ_METPB	Chaperone protein DnaJ	dnaJ Mpop_3143	Methylorubrum populi (strain ATCC BAA-705 / NCIMB 13946 / BJ001) (Methylobacterium populi)	383	dnaJ
B1ZUS0	reviewed	DNAJ_OPITP	Chaperone protein DnaJ	dnaJ Oter_1670	Opitutus terrae (strain DSM 11246 / JCM 15787 / PB90-1)	382	dnaJ
B2GBQ6	reviewed	DNAJ_LIMF3	Chaperone protein DnaJ	dnaJ LAF_0752	Limosilactobacillus fermentum (strain NBRC 3956 / LMG 18251) (Lactobacillus fermentum)	386	dnaJ
B2I2G6	reviewed	DNAJ_ACIBC	Chaperone protein DnaJ	dnaJ ACICU_03644	Acinetobacter baumannii (strain ACICU)	370	dnaJ
B2IBR5	reviewed	DNAJ_BEII9	Chaperone protein DnaJ	dnaJ Bind_0129	Beijerinckia indica subsp. indica (strain ATCC 9039 / DSM 1715 / NCIMB 8712)	372	dnaJ
B2S9C2	reviewed	DNAJ_BRUA1	Chaperone protein DnaJ	dnaJ BAbS19_I19920	Brucella abortus (strain S19)	377	dnaJ
B3CVD9	reviewed	DNAJ_ORITI	Chaperone protein DnaJ	dnaJ OTT_1878	Orientia tsutsugamushi (strain Ikeda) (Rickettsia tsutsugamushi)	377	dnaJ
B3EE31	reviewed	DNAJ_CHLL2	Chaperone protein DnaJ	dnaJ Clim_1691	Chlorobium limicola (strain DSM 245 / NBRC 103803 / 6330)	401	dnaJ
B4EDZ1	reviewed	DNAJ_BURCJ	Chaperone protein DnaJ	dnaJ BceJ2315_32090 BCAL3269	Burkholderia cenocepacia (strain ATCC BAA-245 / DSM 16553 / LMG 16656 / NCTC 13227 / J2315 / CF5610) (Burkholderia cepacia (strain J2315))	378	dnaJ
B4F2V6	reviewed	DNAJ_PROMH	Chaperone protein DnaJ	dnaJ PMI0010	Proteus mirabilis (strain HI4320)	378	dnaJ
B4TVZ6	reviewed	DNAJ_SALSV	Chaperone protein DnaJ	dnaJ SeSA_A0014	Salmonella schwarzengrund (strain CVM19633)	379	dnaJ
B5ENA2	reviewed	DNAJ_ACIF5	Chaperone protein DnaJ	dnaJ Lferr_2290	Acidithiobacillus ferrooxidans (strain ATCC 53993 / BNL-5-31) (Leptospirillum ferrooxidans (ATCC 53993))	375	dnaJ
B6EKA0	reviewed	DNAJ_ALISL	Chaperone protein DnaJ	dnaJ VSAL_I2470	Aliivibrio salmonicida (strain LFI1238) (Vibrio salmonicida (strain LFI1238))	380	dnaJ
B6IVA5	reviewed	DNAJ_RHOCS	Chaperone protein DnaJ	dnaJ RC1_2859	Rhodospirillum centenum (strain ATCC 51521 / SW)	379	dnaJ
B7HPL2	reviewed	DNAJ_BACC7	Chaperone protein DnaJ	dnaJ BCAH187_A4446	Bacillus cereus (strain AH187)	371	dnaJ
B7IYG6	reviewed	DNAJ_BACC2	Chaperone protein DnaJ	dnaJ BCG9842_B0804	Bacillus cereus (strain G9842)	371	dnaJ
B7JY68	reviewed	DNAJ_RIPO1	Chaperone protein DnaJ	dnaJ PCC8801_3191	Rippkaea orientalis (strain PCC 8801 / RF-1) (Cyanothece sp. (strain PCC 8801))	375	dnaJ
B7LVP7	reviewed	DNAJ_ESCF3	Chaperone protein DnaJ	dnaJ EFER_0011	Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73)	376	dnaJ
B7N7N9	reviewed	DNAJ_ECOLU	Chaperone protein DnaJ	dnaJ ECUMN_0015	Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC)	376	dnaJ
B7NHB7	reviewed	DNAJ_ECO7I	Chaperone protein DnaJ	dnaJ ECIAI39_0014	Escherichia coli O7:K1 (strain IAI39 / ExPEC)	376	dnaJ
B7V1H2	reviewed	DNAJ_PSEA8	Chaperone protein DnaJ	dnaJ PLES_51451	Pseudomonas aeruginosa (strain LESB58)	377	dnaJ
B7VJX0	reviewed	DNAJ_VIBA3	Chaperone protein DnaJ	dnaJ VS_0652	Vibrio atlanticus (strain LGP32) (Vibrio splendidus (strain Mel32))	381	dnaJ
B8D8V3	reviewed	DNAJ_BUCA5	Chaperone protein DnaJ	dnaJ BUAP5A_150	Buchnera aphidicola subsp. Acyrthosiphon pisum (strain 5A)	377	dnaJ
B8HLD2	reviewed	DNAJ_CYAP4	Chaperone protein DnaJ	dnaJ Cyan7425_4692	Cyanothece sp. (strain PCC 7425 / ATCC 29141)	374	dnaJ
B8I304	reviewed	DNAJ_RUMCH	Chaperone protein DnaJ	dnaJ Ccel_1797	Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10) (Clostridium cellulolyticum)	379	dnaJ
B9DVF2	reviewed	DNAJ_STRU0	Chaperone protein DnaJ	dnaJ SUB1503	Streptococcus uberis (strain ATCC BAA-854 / 0140J)	377	dnaJ
B9E6X0	reviewed	DNAJ_MACCJ	Chaperone protein DnaJ	dnaJ MCCL_1231	Macrococcus caseolyticus (strain JCSC5402)	372	dnaJ
B9KAB9	reviewed	DNAJ_THENN	Chaperone protein DnaJ	dnaJ CTN_1726	Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NBRC 107923 / NS-E)	370	dnaJ
C0ZB49	reviewed	DNAJ_BREBN	Chaperone protein DnaJ	dnaJ BBR47_20310	Brevibacillus brevis (strain 47 / JCM 6285 / NBRC 100599)	375	dnaJ
C3K274	reviewed	DNAJ_PSEFS	Chaperone protein DnaJ	dnaJ PFLU_5268	Pseudomonas fluorescens (strain SBW25)	374	dnaJ
C4K3I5	reviewed	DNAJ_HAMD5	Chaperone protein DnaJ	dnaJ HDEF_0371	Hamiltonella defensa subsp. Acyrthosiphon pisum (strain 5AT)	371	dnaJ
C4L424	reviewed	DNAJ_EXISA	Chaperone protein DnaJ	dnaJ EAT1b_0615	Exiguobacterium sp. (strain ATCC BAA-1283 / AT1b)	368	dnaJ
C4L8Y4	reviewed	DNAJ_TOLAT	Chaperone protein DnaJ	dnaJ Tola_2256	Tolumonas auensis (strain DSM 9187 / TA4)	376	dnaJ
O25890	reviewed	DNAJ_HELPY	Chaperone protein DnaJ	dnaJ HP_1332	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	369	dnaJ
O52065	reviewed	DNAJ_MANHA	Chaperone protein DnaJ	dnaJ	Mannheimia haemolytica (Pasteurella haemolytica)	379	dnaJ
O69269	reviewed	DNAJ_LYSSH	Chaperone protein DnaJ	dnaJ	Lysinibacillus sphaericus (Bacillus sphaericus)	368	dnaJ
O85213	reviewed	DNAJ_CAMJE	Chaperone protein DnaJ	dnaJ Cj1260c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	373	dnaJ
O86418	reviewed	RBCX_NOSS1	RuBisCO chaperone RbcX	rbcX alr1525	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	132	rbcX
O87385	reviewed	DNAJ_VIBHA	Chaperone protein DnaJ	dnaJ	Vibrio harveyi (Beneckea harveyi)	385	dnaJ
P0CW07	reviewed	DNAJ_METMA	Chaperone protein DnaJ	dnaJ MM_2504	Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)	389	dnaJ
P0DJM1	reviewed	DNAJ_LISMO	Chaperone protein DnaJ	dnaJ lmo1472	Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e)	377	dnaJ
P17422	reviewed	CLPB_DICNO	Chaperone protein ClpB	clpB	Dichelobacter nodosus (Bacteroides nodosus)	860	clpB
P53532	reviewed	CLPB_CORGL	Chaperone protein ClpB	clpB Cgl2780 cg3079	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	852	clpB
P63285	reviewed	CLPB_ECO57	Chaperone protein ClpB	clpB htpM Z3886 ECs3455	Escherichia coli O157:H7	857	clpB
P63970	reviewed	DNAJ_STAAM	Chaperone protein DnaJ	dnaJ SAV1579	Staphylococcus aureus (strain Mu50 / ATCC 700699)	379	dnaJ
P71404	reviewed	CLPB_HELPY	Chaperone protein ClpB	clpB HP_0264	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	856	clpB
P94319	reviewed	DNAJ_BRADU	Chaperone protein DnaJ	dnaJ blr0680	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	377	dnaJ
P9WPD0	reviewed	CLPB_MYCTO	Chaperone protein ClpB	clpB MT0397	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	848	clpB
P9WPD1	reviewed	CLPB_MYCTU	Chaperone protein ClpB	clpB Rv0384c MTV036.19c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	848	clpB
Q02FR2	reviewed	DNAJ_PSEAB	Chaperone protein DnaJ	dnaJ PA14_62960	Pseudomonas aeruginosa (strain UCBPP-PA14)	377	dnaJ
Q02VR5	reviewed	DNAJ_LACLS	Chaperone protein DnaJ	dnaJ LACR_2529	Lactococcus lactis subsp. cremoris (strain SK11)	379	dnaJ
Q044A8	reviewed	DNAJ_LACGA	Chaperone protein DnaJ	dnaJ LGAS_0823	Lactobacillus gasseri (strain ATCC 33323 / DSM 20243 / BCRC 14619 / CIP 102991 / JCM 1131 / KCTC 3163 / NCIMB 11718 / NCTC 13722 / AM63)	388	dnaJ
Q049W7	reviewed	DNAJ_LACDB	Chaperone protein DnaJ	dnaJ LBUL_1226	Lactobacillus delbrueckii subsp. bulgaricus (strain ATCC BAA-365 / Lb-18)	378	dnaJ
Q04VC7	reviewed	DNAJ_LEPBJ	Chaperone protein DnaJ	dnaJ LBJ_0434	Leptospira borgpetersenii serovar Hardjo-bovis (strain JB197)	371	dnaJ
Q0A7E4	reviewed	DNAJ_ALKEH	Chaperone protein DnaJ	dnaJ Mlg_1899	Alkalilimnicola ehrlichii (strain ATCC BAA-1101 / DSM 17681 / MLHE-1)	383	dnaJ
Q0AKB3	reviewed	DNAJ_MARMM	Chaperone protein DnaJ	dnaJ Mmar10_2999	Maricaulis maris (strain MCS10)	395	dnaJ
Q0K758	reviewed	DNAJ_CUPNH	Chaperone protein DnaJ	dnaJ H16_A3088	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	381	dnaJ
Q114R3	reviewed	DNAJ_TRIEI	Chaperone protein DnaJ	dnaJ Tery_1751	Trichodesmium erythraeum (strain IMS101)	374	dnaJ
Q128K1	reviewed	DNAJ_POLSJ	Chaperone protein DnaJ	dnaJ Bpro_3127	Polaromonas sp. (strain JS666 / ATCC BAA-500)	380	dnaJ
Q14GX0	reviewed	DNAJ_FRAT1	Chaperone protein DnaJ	dnaJ FTF1268c	Francisella tularensis subsp. tularensis (strain FSC 198)	374	dnaJ
Q1C0J8	reviewed	DNAJ_YERPA	Chaperone protein DnaJ	dnaJ YPA_4063	Yersinia pestis bv. Antiqua (strain Antiqua)	379	dnaJ
Q1CMV6	reviewed	DNAJ_YERPN	Chaperone protein DnaJ	dnaJ YPN_0342 YP516_0349	Yersinia pestis bv. Antiqua (strain Nepal516)	379	dnaJ
Q1QET5	reviewed	DNAJ_PSYCK	Chaperone protein DnaJ	dnaJ Pcryo_0034	Psychrobacter cryohalolentis (strain ATCC BAA-1226 / DSM 17306 / VKM B-2378 / K5)	378	dnaJ
Q21H37	reviewed	DNAJ_SACD2	Chaperone protein DnaJ	dnaJ Sde_2732	Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024)	374	dnaJ
Q2KDW7	reviewed	DNAJ_RHIEC	Chaperone protein DnaJ	dnaJ RHE_CH00144	Rhizobium etli (strain CFN 42 / ATCC 51251)	375	dnaJ
Q326K6	reviewed	DNAJ_SHIBS	Chaperone protein DnaJ	dnaJ SBO_0016	Shigella boydii serotype 4 (strain Sb227)	376	dnaJ
Q3IYM8	reviewed	DNAJ_CERS4	Chaperone protein DnaJ	dnaJ RHOS4_27880 RSP_1172	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.) (Rhodobacter sphaeroides)	382	dnaJ
Q3J7D9	reviewed	DNAJ_NITOC	Chaperone protein DnaJ	dnaJ Noc_2810	Nitrosococcus oceani (strain ATCC 19707 / BCRC 17464 / JCM 30415 / NCIMB 11848 / C-107)	380	dnaJ
Q48E63	reviewed	DNAJ_PSE14	Chaperone protein DnaJ	dnaJ PSPPH_4205	Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) (Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6))	380	dnaJ
Q49Y21	reviewed	DNAJ_STAS1	Chaperone protein DnaJ	dnaJ SSP1178	Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41)	378	dnaJ
Q4FNQ0	reviewed	DNAJ_PELUB	Chaperone protein DnaJ	dnaJ SAR11_0367	Pelagibacter ubique (strain HTCC1062)	376	dnaJ
Q4KIH0	reviewed	DNAJ_PSEF5	Chaperone protein DnaJ	dnaJ PFL_0828	Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)	374	dnaJ
Q5L6F7	reviewed	DNAJ_CHLAB	Chaperone protein DnaJ	dnaJ CAB318	Chlamydia abortus (strain DSM 27085 / S26/3) (Chlamydophila abortus)	391	dnaJ
Q5NSW9	reviewed	DNAJ_BURM1	Chaperone protein DnaJ	dnaJ Bmul_2632 BMULJ_00606	Burkholderia multivorans (strain ATCC 17616 / 249)	376	dnaJ
Q5WHG0	reviewed	DNAJ_SHOC1	Chaperone protein DnaJ	dnaJ ABC1660	Shouchella clausii (strain KSM-K16) (Alkalihalobacillus clausii)	372	dnaJ
Q65H55	reviewed	DNAJ_BACLD	Chaperone protein DnaJ	dnaJ BLi02738 BL02098	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	375	dnaJ
Q65U54	reviewed	DNAJ_MANSM	Chaperone protein DnaJ	dnaJ MS0899	Mannheimia succiniciproducens (strain MBEL55E)	376	dnaJ
Q67S53	reviewed	DNAJ_SYMTH	Chaperone protein DnaJ	dnaJ STH505	Symbiobacterium thermophilum (strain T / IAM 14863)	386	dnaJ
Q68XI3	reviewed	DNAJ_RICTY	Chaperone protein DnaJ	dnaJ RT0175	Rickettsia typhi (strain ATCC VR-144 / Wilmington)	370	dnaJ
Q6AN63	reviewed	DNAJ_DESPS	Chaperone protein DnaJ	dnaJ DP1482	Desulfotalea psychrophila (strain LSv54 / DSM 12343)	373	dnaJ
Q6D0B8	reviewed	DNAJ_PECAS	Chaperone protein DnaJ	dnaJ ECA3881	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	379	dnaJ
Q6FRJ6	reviewed	RT106_CANGA	Histone chaperone RTT106	RTT106 CAGL0H08041g	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) (Yeast) (Nakaseomyces glabratus)	453	RTT106
Q6HDK8	reviewed	DNAJ_BACHK	Chaperone protein DnaJ	dnaJ BT9727_4050	Bacillus thuringiensis subsp. konkukian (strain 97-27)	371	dnaJ
Q6KHF9	reviewed	DNAJ_MESM1	Chaperone protein DnaJ	dnaJ MMOB4850	Mesomycoplasma mobile (strain ATCC 43663 / 163K / NCTC 11711) (Mycoplasma mobile)	373	dnaJ
Q6MT07	reviewed	DNAJ_MYCMS	Chaperone protein DnaJ	dnaJ MSC_0609	Mycoplasma mycoides subsp. mycoides SC (strain PG1)	372	dnaJ
Q6N1H2	reviewed	CLPB_RHOPA	Chaperone protein ClpB	clpB RPA4433	Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009)	879	clpB
Q71ZJ8	reviewed	DNAJ_LISMF	Chaperone protein DnaJ	dnaJ LMOf2365_1491	Listeria monocytogenes serotype 4b (strain F2365)	376	dnaJ
Q73K92	reviewed	CLPB_TREDE	Chaperone protein ClpB	clpB TDE_2327	Treponema denticola (strain ATCC 35405 / DSM 14222 / CIP 103919 / JCM 8153 / KCTC 15104)	859	clpB
Q74X11	reviewed	CLPB_YERPE	Chaperone protein ClpB	clpB YPO3275 y0914 YP_0656	Yersinia pestis	857	clpB
Q7A6G6	reviewed	CLPB_STAAN	Chaperone protein ClpB	clpB SA0835	Staphylococcus aureus (strain N315)	869	clpB
Q7AMH5	reviewed	CLPB_SALTI	Chaperone protein ClpB	clpB STY2849 t2616	Salmonella typhi	857	clpB
Q7CEG6	reviewed	CLPB_BRUSU	Chaperone protein ClpB	clpB BR1864 BS1330_I1858	Brucella suis biovar 1 (strain 1330)	874	clpB
Q7N788	reviewed	CLPB_PHOLL	Chaperone protein ClpB	clpB plu1270	Photorhabdus laumondii subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01) (Photorhabdus luminescens subsp. laumondii)	857	clpB
Q7UM96	reviewed	DNAJ_RHOBA	Chaperone protein DnaJ	dnaJ RB8972	Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1)	391	dnaJ
Q7V8B1	reviewed	CLPB_PROMM	Chaperone protein ClpB	clpB PMT_0449	Prochlorococcus marinus (strain MIT 9313)	865	clpB
Q7VNH1	reviewed	CLPB_HAEDU	Chaperone protein ClpB	clpB HD_0565	Haemophilus ducreyi (strain 35000HP / ATCC 700724)	856	clpB
Q7VVY3	reviewed	DNAJ_BORPE	Chaperone protein DnaJ	dnaJ BP2498	Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251)	385	dnaJ
Q7W520	reviewed	DNAJ_BORPA	Chaperone protein DnaJ	dnaJ BPP3484	Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253)	377	dnaJ
Q823T2	reviewed	DNAJ_CHLCV	Chaperone protein DnaJ	dnaJ CCA_00323	Chlamydia caviae (strain ATCC VR-813 / DSM 19441 / 03DC25 / GPIC) (Chlamydophila caviae)	392	dnaJ
Q83F55	reviewed	CLPB_COXBU	Chaperone protein ClpB	clpB CBU_0094	Coxiella burnetii (strain RSA 493 / Nine Mile phase I)	859	clpB
Q83MZ4	reviewed	DNAJ_TROWT	Chaperone protein DnaJ	dnaJ TWT_280	Tropheryma whipplei (strain Twist) (Whipple's bacillus)	348	dnaJ
Q83NI2	reviewed	DNAJ_TROW8	Chaperone protein DnaJ	dnaJ TW492	Tropheryma whipplei (strain TW08/27) (Whipple's bacillus)	348	dnaJ
Q87AX8	reviewed	CLPB_XYLFT	Chaperone protein ClpB	clpB PD_1685	Xylella fastidiosa (strain Temecula1 / ATCC 700964)	861	clpB
Q889C2	reviewed	CLPB_PSESM	Chaperone protein ClpB	clpB PSPTO_0829	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	854	clpB
Q8A8C3	reviewed	DNAJ_BACTN	Chaperone protein DnaJ	dnaJ BT_1244	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)	396	dnaJ
Q8CP18	reviewed	DNAJ_STAES	Chaperone protein DnaJ	dnaJ SE_1266	Staphylococcus epidermidis (strain ATCC 12228 / FDA PCI 1200)	373	dnaJ
Q8DWH2	reviewed	DNAJ_STRMU	Chaperone protein DnaJ	dnaJ SMU_83	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	377	dnaJ
Q8EUM4	reviewed	DNAJ_MALP2	Chaperone protein DnaJ	dnaJ MYPE8970	Malacoplasma penetrans (strain HF-2) (Mycoplasma penetrans)	388	dnaJ
Q8FLC5	reviewed	DNAJ_ECOL6	Chaperone protein DnaJ	dnaJ c0020	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	376	dnaJ
Q8L3D3	reviewed	DNAJ_COLMA	Chaperone protein DnaJ	dnaJ	Colwellia maris	379	dnaJ
Q8NZM7	reviewed	DNAJ_STRP8	Chaperone protein DnaJ	dnaJ spyM18_1830	Streptococcus pyogenes serotype M18 (strain MGAS8232)	378	dnaJ
Q8PHQ4	reviewed	CLPB_XANAC	Chaperone protein ClpB	clpB XAC3195	Xanthomonas axonopodis pv. citri (strain 306)	861	clpB
Q8RH03	reviewed	DNAJ_FUSNN	Chaperone protein DnaJ	dnaJ FN0118	Fusobacterium nucleatum subsp. nucleatum (strain ATCC 25586 / DSM 15643 / BCRC 10681 / CIP 101130 / JCM 8532 / KCTC 2640 / LMG 13131 / VPI 4355)	392	dnaJ
Q8YJ91	reviewed	CLPB_BRUME	Chaperone protein ClpB	clpB BMEI0195	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	874	clpB
Q92BN9	reviewed	DNAJ_LISIN	Chaperone protein DnaJ	dnaJ lin1509	Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262)	376	dnaJ
Q92J37	reviewed	DNAJ_RICCN	Chaperone protein DnaJ	dnaJ RC0232	Rickettsia conorii (strain ATCC VR-613 / Malish 7)	373	dnaJ
Q92JK8	reviewed	CLPB_RICCN	Chaperone protein ClpB	clpB RC0059	Rickettsia conorii (strain ATCC VR-613 / Malish 7)	857	clpB
Q92MK7	reviewed	CLPB_RHIME	Chaperone protein ClpB	clpB R02608 SMc02433	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	868	clpB
Q97KG0	reviewed	CLPB_CLOAB	Chaperone protein ClpB	clpB CA_C0959	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787)	865	clpB
Q98G96	reviewed	CLPB_RHILO	Chaperone protein ClpB	clpB mll3429	Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) (Mesorhizobium loti (strain MAFF 303099))	868	clpB
Q9CFF3	reviewed	CLPB_LACLA	Chaperone protein ClpB	clpB LL1525 L166407	Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis)	867	clpB
Q9HHB8	reviewed	DNAJ_HALMT	Chaperone protein DnaJ	dnaJ hsp40 HFX_1648	Haloferax mediterranei (strain ATCC 33500 / DSM 1411 / JCM 8866 / NBRC 14739 / NCIMB 2177 / R-4) (Halobacterium mediterranei)	384	dnaJ
Q9HJ83	reviewed	DNAJ_THEAC	Chaperone protein DnaJ	dnaJ Ta1088	Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165)	365	dnaJ
Q9HZQ2	reviewed	COBW_PSEAE	Zinc chaperone CobW (EC 3.6.5.-)	cobW PA2945	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	375	cobW
Q9PK53	reviewed	DNAJ_CHLMU	Chaperone protein DnaJ	dnaJ TC_0619	Chlamydia muridarum (strain MoPn / Nigg)	392	dnaJ
Q9WZV3	reviewed	DNAJ_THEMA	Chaperone protein DnaJ	dnaJ TM_0849	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	369	dnaJ
