Source database	Reference DB	Reference ID	interaction detection name	interaction detection reference DB	interaction detection reference ID	Protein 1 confidence unit	Protein 1 confidence value	Protein 1 is overexpressed	Protein 1 is tagged	Protein 1 fullName	Protein 1 shortName	Protein 1 organism	Protein 1 xref DB	Protein 1 xref ID	Protein 2 confidence unit	Protein 2 confidence value	Protein 2 is overexpressed	Protein 2 is tagged	Protein 2 fullName	Protein 2 shortName	Protein 2 organism	Protein 2 xref DB	Protein 2 xref ID
MIPS	PubMed	9058808	two hybrid	MI	0018	boolean	0	false	false	HS1BP1; HAX1; HS1-binding protein (HAX-1)	322	9606	SP	O00165	boolean	1	false	false	YWHAQ; 14-3-3 protein tau (HS1 protein)	323	9606	SP	P27348
MIPS	PubMed	10347167	two hybrid	MI	0018	boolean	1	false	false	RXRA;NR2B1; retinoic acid receptor RXR-alpha	324	9606	SP	P19793	boolean	1	false	false	NCOA4;ARA70;RFG;ELE1; nuclear receptor coactivator 4 (ARA70)	16	9606	SP	Q13772
MIPS	PubMed	10347167	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	RXRA;NR2B1; retinoic acid receptor RXR-alpha	324	9606	SP	P19793	boolean	1	false	false	NCOA4;ARA70;RFG;ELE1; nuclear receptor coactivator 4 (ARA70)	16	9606	SP	Q13772
MIPS	PubMed	8761950	two hybrid	MI	0018	boolean	0	false	false	ACT; actin, gamma	325	40674	TREMBL	-	boolean	0	false	false	CAP; adenylyl cyclase-associated protein CAP homolog CAP	319	9606	SP	Q01518
MIPS	PubMed	8761950	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	ACT; actin, gamma	325	40674	TREMBL	-	boolean	0	false	false	CAP; adenylyl cyclase-associated protein CAP homolog CAP	319	9606	SP	Q01518
MIPS	PubMed	8761950	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	ACT; actin, gamma	325	40674	TREMBL	-	boolean	0	false	false	CAP2; adenylyl cyclase-associated protein 2 CAP2 homolog	320	9606	SP	P40123
MIPS	PubMed	8761950	two hybrid	MI	0018	boolean	0	false	false	CAP; adenylyl cyclase-associated protein CAP homolog CAP	319	9606	SP	Q01518	boolean	0	false	false	CAP; adenylyl cyclase-associated protein CAP homolog CAP	319	9606	SP	Q01518
MIPS	PubMed	8761950	copurification	MI	0025	boolean	0	false	false	CAP; adenylyl cyclase-associated protein CAP homolog CAP	319	9606	SP	Q01518	boolean	0	false	false	CAP; adenylyl cyclase-associated protein CAP homolog CAP	319	9606	SP	Q01518
MIPS	PubMed	8761950	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	CAP; adenylyl cyclase-associated protein CAP homolog CAP	319	9606	SP	Q01518	boolean	0	false	false	CAP; adenylyl cyclase-associated protein CAP homolog CAP	319	9606	SP	Q01518
MIPS	PubMed	8761950	two hybrid	MI	0018	boolean	0	false	false	CAP; adenylyl cyclase-associated protein CAP homolog CAP	319	9606	SP	Q01518	boolean	0	false	false	BAT3; BAT3 protein	326	40674	TREMBL	-
MIPS	PubMed	9124532	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	PLP2; A4; Intestinal membrane A4 protein	327	9606	SP	Q04941	boolean	1	false	false	PLP2; A4; Intestinal membrane A4 protein	327	9606	SP	Q04941
MIPS	PubMed	8647831	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	AHR; aryl hydrocarbon receptor (AhR); AHR protein; aromatic hydrogen receptor	316	9606	SP	P35869	boolean	1	false	false	SP1; transcription factor SP1	330	10116	SP	Q01714
MIPS	PubMed	8647831	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	ARNT; Aryl hydrocarbon receptor nuclear translocator (ARNT protein)	331	40674	TREMBL	-	boolean	1	false	false	SP1; transcription factor SP1	330	10116	SP	Q01714
MIPS	PubMed	9036966;11417858	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	RAG1; V(D)J recombination activating protein 1	329	10090	SP	P15919	boolean	0	false	false	RAG2; V(D)J recombination activating protein 2	328	10090	SP	P21784
MIPS	PubMed	8647831	copurification	MI	0025	boolean	0	false	false	ARNT; Aryl hydrocarbon receptor nuclear translocator (ARNT protein)	331	40674	TREMBL	-	boolean	1	false	false	SP1; transcription factor SP1	330	10116	SP	Q01714
MIPS	PubMed	9115738	copurification	MI	0025	boolean	1	false	false	; Doc2B	332	10116	TREMBL	P70610	boolean	1	false	false	MUNC-18C; Syntaxin binding protein Munc18-3	334	10116	TREMBL	Q99PV2
MIPS	PubMed	9115738	two hybrid	MI	0018	boolean	1	false	false	; Doc2B	332	10116	TREMBL	P70610	boolean	1	false	false	MUNC-18C; Syntaxin binding protein Munc18-3	334	10116	TREMBL	Q99PV2
MIPS	PubMed	9115738	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	; Doc2B	332	10116	TREMBL	P70610	boolean	1	false	false	MUNC-18C; Syntaxin binding protein Munc18-3	334	10116	TREMBL	Q99PV2
MIPS	PubMed	9115738	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	DOC2A; double C2 protein alpha; Doc2A protein	333	10116	TREMBL	P70611	boolean	1	false	false	MUNC-18C; Syntaxin binding protein Munc18-3	334	10116	TREMBL	Q99PV2
MIPS	PubMed	9115738	two hybrid	MI	0018	boolean	1	false	false	DOC2A; double C2 protein alpha; Doc2A protein	333	10116	TREMBL	P70611	boolean	1	false	false	MUNC-18C; Syntaxin binding protein Munc18-3	334	10116	TREMBL	Q99PV2
MIPS	PubMed	9115738	copurification	MI	0025	boolean	1	false	false	DOC2A; double C2 protein alpha; Doc2A protein	333	10116	TREMBL	P70611	boolean	1	false	false	MUNC-18C; Syntaxin binding protein Munc18-3	334	10116	TREMBL	Q99PV2
MIPS	PubMed	9013635	copurification	MI	0025	boolean	0	false	false	CSNK2B; Casein kinase II beta chain	335	10090	SP	P13862	boolean	0	false	false	NOLC1; Nucleolar phosphoprotein p130 (Nopp140)	336	10090	TREMBL	Q99LI4
MIPS	PubMed	9013635	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	CSNK2B; Casein kinase II beta chain	335	10090	SP	P13862	boolean	0	false	false	NOLC1; Nucleolar phosphoprotein p130 (Nopp140)	336	10090	TREMBL	Q99LI4
MIPS	PubMed	9013635	far western blotting	MI	0047	boolean	0	false	false	CSNK2B; Casein kinase II beta chain	335	10090	SP	P13862	boolean	0	false	false	NOLC1; Nucleolar phosphoprotein p130 (Nopp140)	336	10090	TREMBL	Q99LI4
MIPS	PubMed	8643499	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	NOS2;INOSL; nitric oxide synthase, inducible (iNOS)	337	10090	SP	P29477	boolean	1	false	false	NOS2;INOSL; nitric oxide synthase, inducible (iNOS)	337	10090	SP	P29477
MIPS	PubMed	9013593	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	; beta catenin	339	9615	TREMBL		boolean	0	false	false	; E-cadherin	338	9615	TREMBL	Q95LE0
MIPS	PubMed	10220385	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	HDAC4;KIAA0288; histone deacetylase 4	340	9606	SP	P56524	boolean	1	false	false	RBBP4;RBAP48; chromatin assembly factor 1 subunit C	341	9606	SP	Q09028
MIPS	PubMed	10220385	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	HDAC4;KIAA0288; histone deacetylase 4	340	9606	SP	P56524	boolean	1	false	false	HDAC3; histone deacetylase 3	342	9606	SP	O15379
MIPS	PubMed	10220385	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	HDAC5 or KIAA0600; histone deacetylase 5	343	9606	SP	Q9UQL6	boolean	1	false	false	HDAC3; histone deacetylase 3	342	9606	SP	O15379
MIPS	PubMed	9006956	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	TG; Thyroglobulin Tg	186	10116	SP	P06882	boolean	0	false	false	HYOU1; 150 kDa oxygen-regulated protein (grp170)	345	10116	SP	Q63617
MIPS	PubMed	9006956	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	HYOU1; 150 kDa oxygen-regulated protein (grp170)	345	10116	SP	Q63617	boolean	0	false	false	TSP1; Thrombospondin 1	346	10116	SP	Q9WUQ1
MIPS	PubMed	9006956	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	HSPA5;GRP78; Immunoglobulin heavy chain binding protein BIP	167	10116	SP	P06761	boolean	0	false	false	TSP1; Thrombospondin 1	346	10116	SP	Q9WUQ1
MIPS	PubMed	9006956	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	PDIA4;CABP2; Protein disulfide isomerase A4 (ERp72;Calcium-binding protein 2)	187	10116	SP	P38659	boolean	0	false	false	TSP1; Thrombospondin 1	346	10116	SP	Q9WUQ1
MIPS	PubMed	9006956	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	GRP94; Endoplasmin (grp94 protein)	188	10116	SP	Q63952	boolean	0	false	false	TSP1; Thrombospondin 1	346	10116	SP	Q9WUQ1
MIPS	PubMed	9009205;9571155	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	BMI1; Polycomb complex protein BMI-1	347	10090	SP	P25916	boolean	1	false	false	EDR1; Early development regulator protein 1 (MPH1)	348	10090	SP	Q64028
MIPS	PubMed	9000562	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	AP2A1; Adapter-related protein complex 2 alpha 1 subunit	349	9606	SP	O95782	boolean	1	false	false	EPS15; Epidermal growth factor receptor substrate 15	350	9606	SP	P42566
MIPS	PubMed	90163149	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	GRIN2A; Glutamate (NMDA) receptor subunit epsilon 1 (precursor) (NR2A)	352	10116	SP	Q00959	boolean	1	false	false	GRIN1; Glutamate (NMDA) receptor subunit zeta 1	351	10116	SP	P35439
MIPS	PubMed	90163149	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	GRIN2B; Glutamate [NMDA] receptor subunit epsilon 2	354	10116	SP	Q00960	boolean	1	false	false	GRIN1; Glutamate (NMDA) receptor subunit zeta 1	351	10116	SP	P35439
MIPS	PubMed	8988176	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	GRIN2B; Glutamate [NMDA] receptor subunit epsilon 2	354	10116	SP	Q00960	boolean	1	false	false	KARS; Lysyl-tRNA synthetase	355	9606	SP	Q15046
MIPS	PubMed	8988176	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	GRIN2B; Glutamate [NMDA] receptor subunit epsilon 2	354	10116	SP	Q00960	boolean	1	false	false	SSR4; Translocon-associated protein, delta subunit	356	9606	SP	P51571
MIPS	PubMed	8978305	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	CRKL; Crk-like protein	357	9606	SP	P46109	boolean	0	false	false	; BCR-ABL fusion protein	358	9606	SP	Q8NEY0
MIPS	PubMed	8978305	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	CRKL; Crk-like protein	357	9606	SP	P46109	boolean	0	false	false	; BCR-ABL fusion protein	358	9606	SP	Q8NEY0
MIPS	PubMed	8978305	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	; BCR-ABL fusion protein	358	9606	SP	Q8NEY0	boolean	1	false	false	CRKL; Crk-like protein	357	9606	SP	P46109
MIPS	PubMed	8978305	two hybrid	MI	0018	boolean	0	false	false	; BCR-ABL fusion protein	358	9606	SP	Q8NEY0	boolean	1	false	false	CRKL; Crk-like protein	357	9606	SP	P46109
MIPS	PubMed	8978305	copurification	MI	0025	boolean	1	false	false	CRKL; Crk-like protein	357	9606	SP	P46109	boolean	0	false	false	; BCR-ABL fusion protein	358	9606	SP	Q8NEY0
MIPS	PubMed	8978305	far western blotting	MI	0047	boolean	1	false	false	CRKL; Crk-like protein	357	9606	SP	P46109	boolean	0	false	false	; BCR-ABL fusion protein	358	9606	SP	Q8NEY0
MIPS	PubMed	8628273	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	TYK2; Non-receptor tyrosine-protein kinase TYK2	359	9606	SP	P29597	boolean	1	false	false	IFNAR1; Interferon-alpha/beta receptor alpha chai	360	9606	SP	P17181
MIPS	PubMed	8628273	copurification	MI	0025	boolean	1	false	false	IFNAR1; Interferon-alpha/beta receptor alpha chai	360	9606	SP	P17181	boolean	1	false	false	TYK2; Non-receptor tyrosine-protein kinase TYK2	359	9606	SP	P29597
MIPS	PubMed	8612709	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	ACVR2;ACVR2A; Activin receptor type II	361	9606	SP	P27038	boolean	0	false	false	ACVR1; Activin receptor type I	362	10090	SP	P37172
MIPS	PubMed	8612709	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	ACVR2;ACVR2A; Activin receptor type II	361	9606	SP	P27038	boolean	0	false	false	ACVR1B; Activin type IB receptor	363	9606	SP	Q61271
MIPS	PubMed	8612709	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	ACVR2;ACVR2A; Activin receptor type II	361	9606	SP	P27038	boolean	0	false	false	ACVRL1; Serine/threonine-protein kinase receptor R3	364	9606	SP	P37023
MIPS	PubMed	8612709	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	ACVR2;ACVR2A; Activin receptor type II	361	9606	SP	P27038	boolean	1	false	false	BMPR1B;ACVRLK6; Bone morphogenetic protein receptor type IB precursor	848	10090	SP	P36898
MIPS	PubMed	8621542	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	MAPK8 or PRKM8 or JNK1; mitogen-activated protein kinase 8	366	9606	SP	P45983	boolean	0	false	false	REL; C-Rel proto-oncogene protein	367	9606	SP	Q04864
MIPS	PubMed	8666948	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	CSF2RB or IL5RB or IL3RB; Cytokine receptor common beta chain	370	9606	SP	P32927	boolean	1	false	false	CSF2RB or IL5RB or IL3RB; Cytokine receptor common beta chain	370	9606	SP	P32927
MIPS	PubMed	8621542	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	REL; C-Rel proto-oncogene protein	367	9606	SP	Q04864	boolean	0	false	false	MAPK8 or PRKM8 or JNK1; mitogen-activated protein kinase 8	366	9606	SP	P45983
MIPS	PubMed	8621542	two hybrid	MI	0018	boolean	0	false	false	REL; C-Rel proto-oncogene protein	367	9606	SP	Q04864	boolean	0	false	false	MAPK8 or PRKM8 or JNK1; mitogen-activated protein kinase 8	366	9606	SP	P45983
MIPS	PubMed	9415396	copurification	MI	0025	boolean	1	false	false	IGF1R; Insulin-like growth factor I receptor (IGF-IR)	374	9606	SP	P08069	boolean	1	false	false	PIK3R3; Phosphatidylinositol 3-kinase regulatory gamma subunit (PI3-kinase p85-gamma subunit) (p55PIK)	369	10090	SP	Q64143
MIPS	PubMed	8657146	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	AHR; aryl hydrocarbon receptor (AhR); aromatic hydrogen receptor; AHR protein	309	10090	SP	P30561	boolean	0	false	false	ARNT2; Aryl hydrocarbon receptor nuclear translocator 2 (ARNT protein 2)	371	10090	SP	Q61324
MIPS	PubMed	8657146	two hybrid	MI	0018	boolean	0	false	false	ARNT2; Aryl hydrocarbon receptor nuclear translocator 2 (ARNT protein 2)	371	10090	SP	Q61324	boolean	0	false	false	SIM2; single-minded homolog 2 (mSim2)	115	10090	SP	Q61079
MIPS	PubMed	8641969	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	CDK2; Cell division protein kinase 2	372	9606	SP	P24941	boolean	0	false	false	CDKN1A; Cyclin-dependent kinase inhibitor 1	373	9606	SP	P38936
MIPS	PubMed	9415396	two hybrid	MI	0018	boolean	0	false	false	PIK3CA; Phosphatidylinositol 3-kinase catalytic subunit, alpha isoform (PI3-kinase p110 subunit alpha) (PtdIns-3-kinase p110) (PI3K)	368	40674	SP	P42337 (mouse) or sp	boolean	1	false	false	PIK3R3; Phosphatidylinositol 3-kinase regulatory gamma subunit (PI3-kinase p85-gamma subunit) (p55PIK)	369	10090	SP	Q64143
MIPS	PubMed	9415396	two hybrid	MI	0018	boolean	1	false	false	IGF1R; Insulin-like growth factor I receptor (IGF-IR)	374	9606	SP	P08069	boolean	1	false	false	PIK3R3; Phosphatidylinositol 3-kinase regulatory gamma subunit (PI3-kinase p85-gamma subunit) (p55PIK)	369	10090	SP	Q64143
MIPS	PubMed	8636139	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	SRC; Proto-oncogene tyrosine-protein kinase SRC	375	10116	SP	Q9WUD9	boolean	1	false	false	; Protein tyrosine phosphatase, NON-receptor type substrate 1 (p120)	376	10116	SP	P97710
MIPS	PubMed	8636139	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	SRC; Proto-oncogene tyrosine-protein kinase SRC	375	10116	SP	Q9WUD9	boolean	1	false	false	; Cortactin isoform B	377	10116	TREMBL	O70420
MIPS	PubMed	8636139	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	SRC; Proto-oncogene tyrosine-protein kinase SRC	375	10116	SP	Q9WUD9	boolean	1	false	false	AFAP; Actin filament associated protein	378	10116	TREMBL	Q8VH46
MIPS	PubMed	8626425	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	BCL2L; Bcl-xL protein	379	10090	TREMBL	O35844	boolean	1	false	false	BAX; Apoptosis regulator BAX, membrane isoform alpha	380	10090	SP	Q07813
MIPS	PubMed	8552083	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	UBTF; Nucleolar transcription factor 1	381	10116	SP	P25977	boolean	1	false	false	; TATA box binding protein (TBP)-associated factor	382	9606	TREMBL	Q15573
MIPS	PubMed	8567649	copurification	MI	0025	boolean	0	false	false	TOP1; DNA topoisomerase I	383	9606	SP	P11387	boolean	1	false	false	NCL; Nucleolin	384	9606	SP	P19338
MIPS	PubMed	8567649	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	NCL; Nucleolin	384	9606	SP	P19338	boolean	0	false	false	TOP1; DNA topoisomerase I	383	9606	SP	P11387
MIPS	PubMed	8729618	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	HSPA1A; Heat shock 70 kDa protein 1	385	9606	SP	P08107	boolean	1	false	false	TP53; P53 protein	386	9606	SP	P04637
MIPS	PubMed	8729618	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	TP53; P53 protein	386	9606	SP	P04637	boolean	0	false	false	HSPA1A; Heat shock 70 kDa protein 1	385	9606	SP	P08107
MIPS	PubMed	10220378	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	RAC1; Ras-related C3 botulinum toxin substrate 1	388	9606	SP	P15154	boolean	0	false	false	RASGRF1;CDC25; guanine nucleotide releasing protein	387	9606	SP	Q13972
MIPS	PubMed	10220378	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	ARHA;ARH12;RHOA;RHO12; transforming protein RhoA	389	9606	SP	P06749	boolean	0	false	false	RASGRF1;CDC25; guanine nucleotide releasing protein	387	9606	SP	Q13972
MIPS	PubMed	9415396	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	PIK3R3; Phosphatidylinositol 3-kinase regulatory gamma subunit (PI3-kinase p85-gamma subunit) (p55PIK)	369	10090	SP	Q64143	boolean	1	false	false	IGF1R; Insulin-like growth factor I receptor (IGF-IR)	374	9606	SP	P08069
MIPS	PubMed	9415396	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	PIK3R3; Phosphatidylinositol 3-kinase regulatory gamma subunit (PI3-kinase p85-gamma subunit) (p55PIK)	369	10090	SP	Q64143	boolean	1	false	false	IRS1;IRS-1; Insulin receptor substrate-1	390	10116	SP	P35570
MIPS	PubMed	8313896	copurification	MI	0025	boolean	0	false	false	PIK3R1; Phosphatidylinositol 3-kinase regulatory alpha subunit (PI3-kinase p85-alpha subunit) (PtdIns-3-kinase p85-alpha) (PI3K)	391	40674	TREMBL	-	boolean	0	false	false	PIK3C; Phosphatidylinositol (PI) 3-kinase catalytic subunit p110	392	40674	TREMBL	-
MIPS	PubMed	10218944	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	JAK2; Tyrosine-protein kinase JAK2	162	10090	SP	Q62120	boolean	1	false	false	IRS1; insulin receptor substrate-1	393	10090	SP	P35569
MIPS	PubMed	10218944	copurification	MI	0025	boolean	1	false	false	IRS1;IRS-1; Insulin receptor substrate-1	390	10116	SP	P35570	boolean	0	false	false	JAK2; Tyrosine-protein kinase JAK2	162	10090	SP	Q62120
MIPS	PubMed	10218944	copurification	MI	0025	boolean	1	false	false	IRS1;IRS-1; Insulin receptor substrate-1	390	10116	SP	P35570	boolean	0	false	false	JAK2; Tyrosine-protein kinase JAK2	162	10090	SP	Q62120
MIPS	PubMed	10218944	copurification	MI	0025	boolean	1	false	false	IRS1;IRS-1; Insulin receptor substrate-1	390	10116	SP	P35570	boolean	0	false	false	JAK2; Tyrosine-protein kinase JAK2	162	10090	SP	Q62120
MIPS	PubMed	10218944	copurification	MI	0025	boolean	1	false	false	IRS1;IRS-1; Insulin receptor substrate-1	390	10116	SP	P35570	boolean	1	false	false	INSR; insulin receptor (precursor)	265	9606	SP	P06213
MIPS	PubMed	10212299	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	MPZ;P0; myelin P0 protein (precursor)	394	10116	SP	P06907	boolean	1	false	false	PMP22;PMP-22;CD25; peripheral myelin protein 22	395	10116	SP	P25094
MIPS	PubMed	10212299	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	PMP22;PMP-22;CD25; peripheral myelin protein 22	395	10116	SP	P25094	boolean	1	false	false	MPZ;P0; myelin P0 protein (precursor)	394	10116	SP	P06907
MIPS	PubMed	10207079	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	SLBP;HBP; histone RNA hairpin-binding protein	397	9606	SP	Q14493	boolean	0	false	false	LSM10; U7 snRNA-associated Sm-like protein LSm10	398	9606	SP	Q969L4
MIPS	PubMed	10207078	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	MAPK1;PRKM1;ERK2;MAPK; mitogen-activated protein kinase 1 (extracellular signal-regulated kinase 2)	399	10116	SP	P27703	boolean	1	false	false	TOP2A;TOP2; DNA topoisomerase II, alpha isozyme	400	9606	SP	P11388
MIPS	PubMed	10207078	copurification	MI	0025	boolean	1	false	false	MAPK1;PRKM1;ERK2;MAPK; mitogen-activated protein kinase 1 (extracellular signal-regulated kinase 2)	399	10116	SP	P27703	boolean	1	false	false	TOP2A;TOP2; DNA topoisomerase II, alpha isozyme	400	9606	SP	P11388
MIPS	PubMed	9418871	copurification	MI	0025	boolean	1	false	false	E2F1;RBBP3; transcription factor E2F1	239	9606	SP	Q01094	boolean	1	false	false	DDB2; DNA damage binding protein 2 (DDB p48 subunit;UV-damaged DNA-binding protein 2; DDBb; UV-DDB 2)	401	9606	SP	Q92466
MIPS	PubMed	9418871	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	E2F1;RBBP3; transcription factor E2F1	239	9606	SP	Q01094	boolean	1	false	false	DDB2; DNA damage binding protein 2 (DDB p48 subunit;UV-damaged DNA-binding protein 2; DDBb; UV-DDB 2)	401	9606	SP	Q92466
MIPS	PubMed	9418871	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	DDB2; DNA damage binding protein 2 (DDB p48 subunit;UV-damaged DNA-binding protein 2; DDBb; UV-DDB 2)	401	9606	SP	Q92466	boolean	1	false	false	E2F1;RBBP3; transcription factor E2F1	239	9606	SP	Q01094
MIPS	PubMed	9418871	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	DDB2; DNA damage binding protein 2 (DDB p48 subunit;UV-damaged DNA-binding protein 2; DDBb; UV-DDB 2)	401	9606	SP	Q92466	boolean	1	false	false	DDB1; DNA damage binding protein 1 (Damage-specific DNA binding protein 1; DDB p127 subunit; DDBa; UV-DDB 1; XAP-1;Xeroderma pigmentosum group E complementing protein)	402	9606	SP	Q16531
MIPS	PubMed	10207062	two hybrid	MI	0018	boolean	0	false	false	THRA;NR1A1;THRA1;ERBA1; thyroid hormone receptor alpha	403	9606	SP	P10827	boolean	1	false	false	ALIEN; ALIEN	404	9606	SP	Q9UNI2
MIPS	PubMed	10207062	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	THRA;NR1A1;THRA1;ERBA1; thyroid hormone receptor alpha	403	9606	SP	P10827	boolean	1	false	false	ALIEN; ALIEN	404	9606	SP	Q9UNI2
MIPS	PubMed	10207062	copurification	MI	0025	boolean	1	false	false	ALIEN; ALIEN	404	9606	SP	Q9UNI2	boolean	0	false	false	THRA;NR1A1;THRA1;ERBA1; thyroid hormone receptor alpha	403	9606	SP	P10827
MIPS	PubMed	10207062	two hybrid	MI	0018	boolean	0	false	false	THRA;NR1A1;THRA1;ERBA1; thyroid hormone receptor alpha	403	9606	SP	P10827	boolean	1	false	false	ALIEN; ALIEN	404	9606	SP	Q9UNI2
MIPS	PubMed	10207062	coip: coimmunoprecipitation	MI	0019	boolean	0	false	false	THRA;NR1A1;THRA1;ERBA1; thyroid hormone receptor alpha	403	9606	SP	P10827	boolean	1	false	false	ALIEN; ALIEN	404	9606	SP	Q9UNI2
MIPS	PubMed	10207062	two hybrid	MI	0018	boolean	1	false	false	THRB;NR1A2;ERBA2;THR1; thyroid hormone receptor beta-1	405	9606	SP	P10828	boolean	1	false	false	ALIEN; ALIEN	404	9606	SP	Q9UNI2
MIPS	PubMed	10207062	copurification	MI	0025	boolean	1	false	false	THRB;NR1A2;ERBA2;THR1; thyroid hormone receptor beta-1	405	9606	SP	P10828	boolean	1	false	false	ALIEN; ALIEN	404	9606	SP	Q9UNI2
MIPS	PubMed	10207062	two hybrid	MI	0018	boolean	1	false	false	RARA;NR1B1; retinoic acid receptor alpha (RAR-alpha)	295	9606	SP	P10276	boolean	1	false	false	ALIEN; ALIEN	404	9606	SP	Q9UNI2
MIPS	PubMed	10207062	copurification	MI	0025	boolean	1	false	false	ALIEN; ALIEN	404	9606	SP	Q9UNI2	boolean	0	false	false	NR2F1;TFCOUP1;ERBAL3;EAR3; COUP transcription factor 1	406	9606	SP	P10589
MIPS	PubMed	10620799	two hybrid	MI	0018	boolean	1	false	false	RAD9; RAD9 homolog	407	9606	SP	Q96C41	boolean	1	false	false	BCL2; Apoptosis regulator Bcl-2	486	9606	SP	P10415
MIPS	PubMed	9418880	far western blotting	MI	0047	boolean	1	false	false	EIF-4G2; Translation initiation factor 4G-II (eIF4GII; eukaryotic protein synthesis initiation factor eIF4G2)	409	9606	SP	O43432	boolean	1	false	false	EIF-4E; Translation initiation factor 4E (eIF4E; mRNA cap-binding protein)	411	9606	SP	P06730
MIPS	PubMed	9418880	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	EIF-4E; Translation initiation factor 4E (eIF4E; mRNA cap-binding protein)	411	9606	SP	P06730	boolean	1	false	false	EIF-4G2; Translation initiation factor 4G-II (eIF4GII; eukaryotic protein synthesis initiation factor eIF4G2)	409	9606	SP	O43432
MIPS	PubMed	9418880	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	EIF-4E; Translation initiation factor 4E (eIF4E; mRNA cap-binding protein)	411	9606	SP	P06730	boolean	1	false	false	EIF-4G1; Translation initiation factor 4G-I (eIF4GI; eukaryotic protein synthesis initiation factor eIF4G1)	410	9606	SP	O43177
MIPS	PubMed	9418880	coip: coimmunoprecipitation	MI	0019	boolean	1	false	false	EIF-4G2; Translation initiation factor 4G-II (eIF4GII; eukaryotic protein synthesis initiation factor eIF4G2)	409	9606	SP	O43432	boolean	0	false	false	EIF-4A; Translation initiation factor 4A (eIF4A; eukaryotic protein synthesis initiation factor eIF4A)	412	9606	SP	P04765 (eIF4A1) or sp
