Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (primary)	Organism (ID)
Q15819	reviewed	UB2V2_HUMAN	Ubiquitin-conjugating enzyme E2 variant 2 (DDVit 1) (Enterocyte differentiation-associated factor 1) (EDAF-1) (Enterocyte differentiation-promoting factor 1) (EDPF-1) (MMS2 homolog) (Vitamin D3-inducible protein)	UBE2V2 MMS2 UEV2	Homo sapiens (Human)	145	UBE2V2	9606
Q16186	reviewed	ADRM1_HUMAN	Proteasomal ubiquitin receptor ADRM1 (110 kDa cell membrane glycoprotein) (Gp110) (Adhesion-regulating molecule 1) (ARM-1) (Proteasome regulatory particle non-ATPase 13) (hRpn13) (Rpn13 homolog)	ADRM1 GP110	Homo sapiens (Human)	407	ADRM1	9606
Q16236	reviewed	NF2L2_HUMAN	Nuclear factor erythroid 2-related factor 2 (NF-E2-related factor 2) (NFE2-related factor 2) (Nrf-2) (HEBP1) (Nuclear factor, erythroid derived 2, like 2)	NFE2L2 NRF2	Homo sapiens (Human)	605	NFE2L2	9606
Q16401	reviewed	PSMD5_HUMAN	26S proteasome non-ATPase regulatory subunit 5 (26S protease subunit S5 basic) (26S proteasome subunit S5B)	PSMD5 KIAA0072	Homo sapiens (Human)	504	PSMD5	9606
Q16531	reviewed	DDB1_HUMAN	DNA damage-binding protein 1 (DDB p127 subunit) (DNA damage-binding protein a) (DDBa) (Damage-specific DNA-binding protein 1) (HBV X-associated protein 1) (XAP-1) (UV-damaged DNA-binding factor) (UV-damaged DNA-binding protein 1) (UV-DDB 1) (XPE-binding factor) (XPE-BF) (Xeroderma pigmentosum group E-complementing protein) (XPCe)	DDB1 XAP1	Homo sapiens (Human)	1140	DDB1	9606
Q16539	reviewed	MK14_HUMAN	Mitogen-activated protein kinase 14 (MAP kinase 14) (MAPK 14) (EC 2.7.11.24) (Cytokine suppressive anti-inflammatory drug-binding protein) (CSAID-binding protein) (CSBP) (MAP kinase MXI2) (MAX-interacting protein 2) (Mitogen-activated protein kinase p38 alpha) (MAP kinase p38 alpha) (Stress-activated protein kinase 2a) (SAPK2a)	MAPK14 CSBP CSBP1 CSBP2 CSPB1 MXI2 SAPK2A	Homo sapiens (Human)	360	MAPK14	9606
Q16659	reviewed	MK06_HUMAN	Mitogen-activated protein kinase 6 (MAP kinase 6) (MAPK 6) (EC 2.7.11.24) (Extracellular signal-regulated kinase 3) (ERK-3) (MAP kinase isoform p97) (p97-MAPK)	MAPK6 ERK3 PRKM6	Homo sapiens (Human)	721	MAPK6	9606
Q16665	reviewed	HIF1A_HUMAN	Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha) (ARNT-interacting protein) (Basic-helix-loop-helix-PAS protein MOP1) (Class E basic helix-loop-helix protein 78) (bHLHe78) (Member of PAS protein 1) (PAS domain-containing protein 8)	HIF1A BHLHE78 MOP1 PASD8	Homo sapiens (Human)	826	HIF1A	9606
Q16666	reviewed	IF16_HUMAN	Gamma-interferon-inducible protein 16 (Ifi-16) (Interferon-inducible myeloid differentiation transcriptional activator)	IFI16 IFNGIP1	Homo sapiens (Human)	785	IFI16	9606
Q16763	reviewed	UBE2S_HUMAN	Ubiquitin-conjugating enzyme E2 S (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme S) (E2-EPF) (Ubiquitin carrier protein S) (Ubiquitin-conjugating enzyme E2-24 kDa) (Ubiquitin-conjugating enzyme E2-EPF5) (Ubiquitin-protein ligase S)	UBE2S E2EPF OK/SW-cl.73	Homo sapiens (Human)	222	UBE2S	9606
Q17389	reviewed	CUL1_CAEEL	Cullin-1 (CUL-1) (Abnormal cell lineage protein 19)	cul-1 lin-19 D2045.6	Caenorhabditis elegans	780	cul-1	6239
Q17390	reviewed	CUL2_CAEEL	Cullin-2 (CUL-2)	cul-2 ccd-3 div-3 ZK520.4	Caenorhabditis elegans	791	cul-2	6239
Q17391	reviewed	CUL3_CAEEL	Cullin-3 (CUL-3)	cul-3 Y108G3AL.1	Caenorhabditis elegans	777	cul-3	6239
Q17569	reviewed	DDI1_CAEEL	Protein DDI1 homolog 1 (EC 3.4.23.-)	ddi-1 C01G5.6	Caenorhabditis elegans	389	ddi-1	6239
Q17RB8	reviewed	LONF1_HUMAN	LON peptidase N-terminal domain and RING finger protein 1 (RING finger protein 191)	LONRF1 RNF191	Homo sapiens (Human)	773	LONRF1	9606
Q17TI5	reviewed	BRX_ARATH	Protein BREVIS RADIX (AtBRX)	BRX At1g31880 F5M6.11	Arabidopsis thaliana (Mouse-ear cress)	344	BRX	3702
Q18223	reviewed	FBSP1_CAEEL	F-box/SPRY domain-containing protein 1 (F-box synaptic protein 1)	fsn-1 C26E6.5	Caenorhabditis elegans	332	fsn-1	6239
Q19294	reviewed	CDC23_CAEEL	Cell division cycle protein 23 homolog (Anaphase-promoting complex subunit 8) (APC8) (Metaphase-to-anaphase transition defect protein 3)	mat-3 apc-8 cdc-23 pod-4 vex-2 F10C5.1	Caenorhabditis elegans	673	mat-3	6239
Q19360	reviewed	UBA3_CAEEL	NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.64) (Ectopic membrane ruffles in embryo protein 1) (Ubiquitin-activating enzyme 3 homolog)	rfl-1 uba-3 F11H8.1	Caenorhabditis elegans	430	rfl-1	6239
Q19T08	reviewed	ECSCR_HUMAN	Endothelial cell-specific chemotaxis regulator (Apoptosis regulator through modulating IAP expression) (ARIA) (Endothelial cell-specific molecule 2)	ECSCR ECSM2	Homo sapiens (Human)	205	ECSCR	9606
Q1ACD5	reviewed	TRIM5_SAGOE	Tripartite motif-containing protein 5 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM5) (TRIM5alpha)	TRIM5	Saguinus oedipus (Cotton-top tamarin)	494	TRIM5	9490
Q1ACD6	reviewed	TRIM5_SYMSY	Tripartite motif-containing protein 5 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM5) (TRIM5alpha)	TRIM5	Symphalangus syndactylus (Siamang) (Hylobates syndactylus)	494	TRIM5	9590
Q1ACD7	reviewed	TRIM5_NOMLE	Tripartite motif-containing protein 5 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM5) (TRIM5alpha)	TRIM5	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	494	TRIM5	61853
Q1ACD8	reviewed	TRIM5_PANPA	Tripartite motif-containing protein 5 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM5) (TRIM5alpha)	TRIM5	Pan paniscus (Pygmy chimpanzee) (Bonobo)	493	TRIM5	9597
Q1G3U6	reviewed	PCO3_ARATH	Plant cysteine oxidase 3 (AtPCO3) (EC 1.13.11.20) (NIFS-like protein 2) (NifS2)	PCO3 CpNIFS2 At1g18490 F15H18.26	Arabidopsis thaliana (Mouse-ear cress)	282	PCO3	3702
Q1JQA2	reviewed	SMAD1_BOVIN	Mothers against decapentaplegic homolog 1 (MAD homolog 1) (Mothers against DPP homolog 1) (SMAD family member 1) (SMAD 1) (Smad1)	SMAD1	Bos taurus (Bovine)	465	SMAD1	9913
Q1M199	reviewed	EPM2A_CANLF	Laforin (EC 3.1.3.-) (EC 3.1.3.16) (EC 3.1.3.48) (Glucan phosphatase) (Lafora PTPase) (LAFPTPase)	EPM2A	Canis lupus familiaris (Dog) (Canis familiaris)	331	EPM2A	9615
Q1PDV6	reviewed	PBL27_ARATH	Serine/threonine-protein kinase PBL27 (EC 2.7.11.1) (PBS1-like protein 27) (Receptor-like cytoplasmic kinase PBL27)	PBL27 At5g18610 T28N17.90	Arabidopsis thaliana (Mouse-ear cress)	513	PBL27	3702
Q1PRL4	reviewed	LIN41_CHICK	E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)	TRIM71 LIN41	Gallus gallus (Chicken)	876	TRIM71	9031
Q1PSW8	reviewed	LIN41_MOUSE	E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (mLin41) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)	Trim71 Gm1127 Lin41	Mus musculus (Mouse)	855	Trim71	10090
Q1RML1	reviewed	UBE2S_BOVIN	Ubiquitin-conjugating enzyme E2 S (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme S) (Ubiquitin carrier protein S) (Ubiquitin-protein ligase S)	UBE2S	Bos taurus (Bovine)	223	UBE2S	9913
Q1RMV0	reviewed	PEX5_BOVIN	Peroxisomal targeting signal 1 receptor (PTS1 receptor) (PTS1R) (PTS1-BP) (Peroxin-5) (Peroxisomal C-terminal targeting signal import receptor) (Peroxisome receptor 1)	PEX5 PXR1	Bos taurus (Bovine)	640	PEX5	9913
Q1X880	reviewed	POLG_YEFVU	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); Protein prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha (NS2A-alpha); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Yellow fever virus (isolate Uganda/A7094A4/1948) (YFV)	3412		407139
Q1X881	reviewed	POLG_YEFVN	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); Protein prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Non-structural protein 2A-alpha (NS2A-alpha); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Yellow fever virus (isolate Angola/14FA/1971) (YFV)	3412		407140
Q1XH17	reviewed	TRI72_MOUSE	Tripartite motif-containing protein 72 (Mitsugumin-53) (Mg53)	Trim72 Mg53	Mus musculus (Mouse)	477	Trim72	10090
Q1XHU0	reviewed	TRI39_PANTR	E3 ubiquitin-protein ligase TRIM39 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM39) (Tripartite motif-containing protein 39)	TRIM39	Pan troglodytes (Chimpanzee)	518	TRIM39	9598
Q20052	reviewed	APC11_CAEEL	Anaphase-promoting complex subunit 11 (APC11)	apc-11 F35G12.9	Caenorhabditis elegans	135	apc-11	6239
Q20402	reviewed	EGG3_CAEEL	Protein tyrosine phosphatase-like protein egg-3 (Egg sterile protein 3)	egg-3 F44F4.2	Caenorhabditis elegans	555	egg-3	6239
Q20938	reviewed	PS11A_CAEEL	Probable 26S proteasome regulatory subunit rpn-6.1	rpn-6.1 F57B9.10	Caenorhabditis elegans	438	rpn-6.1	6239
Q21187	reviewed	FKH9_CAEEL	Forkhead transcription factor fkh-9	fkh-9 K03C7.2	Caenorhabditis elegans	300	fkh-9	6239
Q21633	reviewed	UBC18_CAEEL	Ubiquitin-conjugating enzyme E2 ubc-18 (EC 2.3.2.23)	ubc-18 R01H2.6	Caenorhabditis elegans	153	ubc-18	6239
Q22071	reviewed	MEC15_CAEEL	F-box/WD repeat-containing protein mec-15 (Mechanosensory abnormality protein 15)	mec-15 T01E8.4	Caenorhabditis elegans	406	mec-15	6239
Q23457	reviewed	RBX1_CAEEL	RING-box protein 1 (Rbx1) (Ce-rbx-1)	rbx-1 ZK287.5	Caenorhabditis elegans	110	rbx-1	6239
Q24306	reviewed	DIAP1_DROME	Death-associated inhibitor of apoptosis 1 (EC 2.3.2.27) (Apoptosis 1 inhibitor) (E3 ubiquitin-protein ligase th) (Inhibitor of apoptosis 1) (Protein thread) (RING-type E3 ubiquitin transferase Diap1)	Diap1 Iap1 th CG12284	Drosophila melanogaster (Fruit fly)	438	Diap1	7227
Q24311	reviewed	CUL1_DROME	Cullin homolog 1 (Lin-19 homolog protein)	Cul1 cul-1 lin19 CG1877	Drosophila melanogaster (Fruit fly)	774	Cul1	7227
Q24371	reviewed	L2DTL_DROME	Protein lethal(2)denticleless (Protein DTL83)	l(2)dtl DTL83 CG11295	Drosophila melanogaster (Fruit fly)	769	l(2)dtl	7227
Q24K09	reviewed	DNMT1_BOVIN	DNA (cytosine-5)-methyltransferase 1 (Dnmt1) (EC 2.1.1.37)	DNMT1	Bos taurus (Bovine)	1611	DNMT1	9913
Q25BC0	reviewed	IFNG_VULVU	Interferon gamma (IFN-gamma)	IFNG	Vulpes vulpes (Red fox)	166	IFNG	9627
Q25C79	reviewed	AKIR2_RAT	Akirin-2 (Fourteen-three-three beta interactant 1) (Fourteen-three-three beta interacting-protein 1)	Akirin2 FBI1	Rattus norvegicus (Rat)	201	Akirin2	10116
Q27368	reviewed	E2F1_DROME	Transcription factor E2f1 (dE2F)	E2f1 E2f CG6376	Drosophila melanogaster (Fruit fly)	805	E2f1	7227
Q27934	reviewed	PHYL_DROME	Protein phyllopod	phyl CG10108	Drosophila melanogaster (Fruit fly)	400	phyl	7227
Q27957	reviewed	TPPP_BOVIN	Tubulin polymerization-promoting protein (TPPP) (EC 3.6.5.-) (25 kDa brain-specific protein) (p25-alpha)	TPPP	Bos taurus (Bovine)	218	TPPP	9913
Q27958	reviewed	DPOLB_BOVIN	DNA polymerase beta (EC 2.7.7.7) (5'-deoxyribose-phosphate lyase) (5'-dRP lyase) (EC 4.2.99.-) (AP lyase) (EC 4.2.99.18)	POLB	Bos taurus (Bovine)	335	POLB	9913
Q27975	reviewed	HS71A_BOVIN	Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 1) (HSP70.1)	HSPA1A HSP70-1	Bos taurus (Bovine)	641	HSPA1A	9913
Q28036	reviewed	SL9A1_BOVIN	Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)	SLC9A1 NHE1	Bos taurus (Bovine)	818	SLC9A1	9913
Q28199	reviewed	CD5R1_BOVIN	Cyclin-dependent kinase 5 activator 1 (CDK5 activator 1) (Cyclin-dependent kinase 5 regulatory subunit 1) (TPKII regulatory subunit) [Cleaved into: Cyclin-dependent kinase 5 activator 1, p35 (p35); Cyclin-dependent kinase 5 activator 1, p25 (p25) (Tau protein kinase II 23 kDa subunit) (p23)]	CDK5R1 CDK5R NCK5A	Bos taurus (Bovine)	307	CDK5R1	9913
Q28350	reviewed	MYC_CANLF	Myc proto-oncogene protein (Proto-oncogene c-Myc) (Transcription factor p64)	MYC	Canis lupus familiaris (Dog) (Canis familiaris)	452	MYC	9615
Q28566	reviewed	MYC_SHEEP	Myc proto-oncogene protein (Proto-oncogene c-Myc) (Transcription factor p64)	MYC	Ovis aries (Sheep)	439	MYC	9940
Q28618	reviewed	YBOX1_RABIT	Y-box-binding protein 1 (YB-1) (Nuclease-sensitive element-binding protein 1) (Y-box transcription factor) (p50)	YBX1 YB1	Oryctolagus cuniculus (Rabbit)	324	YBX1	9986
Q29031	reviewed	MYC_PIG	Myc proto-oncogene protein (Proto-oncogene c-Myc) (Transcription factor p64)	MYC	Sus scrofa (Pig)	452	MYC	9823
Q29101	reviewed	CXA1_PIG	Gap junction alpha-1 protein (Connexin-43) (Cx43)	GJA1	Sus scrofa (Pig)	382	GJA1	9823
Q292S8	reviewed	COS_DROPS	Kinesin-like protein costa (Kinesin-like protein costal2)	cos costal-2 GA14314	Drosophila pseudoobscura pseudoobscura (Fruit fly)	1223	cos	46245
Q29480	reviewed	P53_EQUAS	Cellular tumor antigen p53 (Tumor suppressor p53)	TP53	Equus asinus (Donkey) (Equus africanus asinus)	207	TP53	9793
Q29537	reviewed	P53_CANLF	Cellular tumor antigen p53 (Tumor suppressor p53)	TP53 P53	Canis lupus familiaris (Dog) (Canis familiaris)	381	TP53	9615
Q2HIK4	reviewed	PFD6_ARATH	Prefoldin subunit 6 (Gene involved in microtubule biogenesis 1)	PFD6 GIM1 At1g29990 T1P2.3	Arabidopsis thaliana (Mouse-ear cress)	129	PFD6	3702
Q2HJ27	reviewed	MYC_BOVIN	Myc proto-oncogene protein (Proto-oncogene c-Myc) (Transcription factor p64)	MYC	Bos taurus (Bovine)	439	MYC	9913
Q2HJ97	reviewed	PHB2_BOVIN	Prohibitin-2	PHB2	Bos taurus (Bovine)	299	PHB2	9913
Q2HJE4	reviewed	UBP15_BOVIN	Ubiquitin carboxyl-terminal hydrolase 15 (EC 3.4.19.12) (Deubiquitinating enzyme 15) (Ubiquitin thioesterase 15) (Ubiquitin-specific-processing protease 15)	USP15	Bos taurus (Bovine)	952	USP15	9913
Q2HXL6	reviewed	EDEM3_MOUSE	ER degradation-enhancing alpha-mannosidase-like protein 3 (EC 3.2.1.113) (Alpha-1,2-mannosidase EDEM3)	Edem3	Mus musculus (Mouse)	931	Edem3	10090
Q2KI14	reviewed	NAA10_BOVIN	N-alpha-acetyltransferase 10 (EC 2.3.1.255) (N-terminal acetyltransferase complex ARD1 subunit homolog A) (NatA catalytic subunit Naa10)	NAA10 ARD1A	Bos taurus (Bovine)	235	NAA10	9913
Q2KI76	reviewed	SELS_BOVIN	Selenoprotein S (SelS)	SELENOS	Bos taurus (Bovine)	190	SELENOS	9913
Q2KJ94	reviewed	RAD51_BOVIN	DNA repair protein RAD51 homolog 1	RAD51	Bos taurus (Bovine)	339	RAD51	9913
Q2LC84	reviewed	NUMB_RAT	Protein numb homolog	Numb	Rattus norvegicus (Rat)	652	Numb	10116
Q2LKU9	reviewed	NLR1A_MOUSE	NACHT, LRR and PYD domains-containing protein 1a (EC 3.4.-.-) (Caspase recruitment domain-containing protein 7) (Death effector filament-forming ced-4-like apoptosis protein) (Nucleotide-binding domain and caspase recruitment domain) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1a, C-terminus (Nlrp1a-CT); NACHT, LRR and PYD domains-containing protein 1a, N-terminus (Nlrp1a-NT)]	Nlrp1a Card7 Nalp1 Nalp1a Nlrp1	Mus musculus (Mouse)	1182	Nlrp1a	10090
Q2LKW6	reviewed	NL1B1_MOUSE	NACHT, LRR and PYD domains-containing protein 1b allele 1 (EC 3.4.-.-) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1b, C-terminus (Nlrp1b1-CT); NACHT, LRR and PYD domains-containing protein 1b, N-terminus (Nlrp1b1-NT)]	Nlrp1b Nalp1b	Mus musculus (Mouse)	1233	Nlrp1b	10090
Q2M2R8	reviewed	PEX5_RAT	Peroxisomal targeting signal 1 receptor (PTS1 receptor) (PTS1R) (PTS1-BP) (Peroxin-5) (Peroxisomal C-terminal targeting signal import receptor) (Peroxisome receptor 1)	Pex5 Pex5_predicted	Rattus norvegicus (Rat)	640	Pex5	10116
Q2MJS2	reviewed	I2BPL_MACMU	Probable E3 ubiquitin-protein ligase IRF2BPL (EC 2.3.2.27) (Enhanced at puberty protein 1) (Interferon regulatory factor 2-binding protein-like)	IRF2BPL EAP1	Macaca mulatta (Rhesus macaque)	794	IRF2BPL	9544
Q2NL51	reviewed	GSK3A_MOUSE	Glycogen synthase kinase-3 alpha (GSK-3 alpha) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3A) (EC 2.7.11.1)	Gsk3a	Mus musculus (Mouse)	490	Gsk3a	10090
Q2Q1W2	reviewed	LIN41_HUMAN	E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)	TRIM71 LIN41	Homo sapiens (Human)	868	TRIM71	9606
Q2TA06	reviewed	AURKA_BOVIN	Aurora kinase A (EC 2.7.11.1) (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (Ipl1- and aurora-related kinase 1) (Serine/threonine-protein kinase 15) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase Ayk1) (Serine/threonine-protein kinase aurora-A)	AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6	Bos taurus (Bovine)	402	AURKA	9913
Q2TA25	reviewed	PLK1_BOVIN	Serine/threonine-protein kinase PLK1 (EC 2.7.11.21) (Polo-like kinase 1) (PLK-1)	PLK1	Bos taurus (Bovine)	602	PLK1	9913
Q2TBT7	reviewed	FXR1_BOVIN	RNA-binding protein FXR1	FXR1	Bos taurus (Bovine)	621	FXR1	9913
Q2UGZ7	reviewed	ATG1_ASPOR	Serine/threonine-protein kinase atg1 (EC 2.7.11.1) (Autophagy-related protein 1)	atg1 AO090023000647	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	934	atg1	510516
Q2VJ60	reviewed	RN19A_PIG	E3 ubiquitin-protein ligase RNF19A (EC 2.3.2.31) (Double ring-finger protein) (Dorfin) (RING finger protein 19A)	RNF19A RNF19	Sus scrofa (Pig)	838	RNF19A	9823
Q2YD98	reviewed	UVSSA_HUMAN	UV-stimulated scaffold protein A	UVSSA KIAA1530	Homo sapiens (Human)	709	UVSSA	9606
Q2YDU3	reviewed	OTUD5_RAT	OTU domain-containing protein 5 (EC 3.4.19.12) (Deubiquitinating enzyme A) (DUBA)	Otud5	Rattus norvegicus (Rat)	566	Otud5	10116
Q2YEM8	reviewed	TRIM5_HOOHO	Tripartite motif-containing protein 5 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM5) (TRIM5alpha)	TRIM5	Hoolock hoolock (Western hoolock gibbon) (Bunopithecus hoolock)	494	TRIM5	61851
Q2YEM9	reviewed	TRIM5_PONPY	Tripartite motif-containing protein 5 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM5) (TRIM5alpha)	TRIM5	Pongo pygmaeus (Bornean orangutan)	493	TRIM5	9600
Q2YEN0	reviewed	TRIM5_MACNE	Tripartite motif-containing protein 5 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM5) (TRIM5alpha)	TRIM5	Macaca nemestrina (Pig-tailed macaque)	495	TRIM5	9545
Q2YEN2	reviewed	TRIM5_MACAS	Tripartite motif-containing protein 5 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM5) (TRIM5alpha)	TRIM5	Macaca assamensis (Assam macaque) (Assamese macaque)	497	TRIM5	9551
Q2YHF0	reviewed	POLG_DEN4T	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); Protein prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 4 (strain Thailand/0348/1991) (DENV-4)	3387		408688
Q2YHF2	reviewed	POLG_DEN4H	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); Protein prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 4 (strain Thailand/0476/1997) (DENV-4)	3387		408689
Q309Z6	reviewed	HIF1A_EOSFB	Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha)	HIF1A	Eospalax fontanierii baileyi (Plateau zokor) (Eospalax baileyi)	819	HIF1A	146132
Q32PA5	reviewed	UBE2C_BOVIN	Ubiquitin-conjugating enzyme E2 C (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme C) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme C) (Ubiquitin carrier protein C) (Ubiquitin-protein ligase C)	UBE2C UBCH10	Bos taurus (Bovine)	179	UBE2C	9913
Q32PJ8	reviewed	HDAC1_BOVIN	Histone deacetylase 1 (HD1) (EC 3.5.1.98) (Protein deacetylase HDAC1) (EC 3.5.1.-) (Protein decrotonylase HDAC1) (EC 3.5.1.-)	HDAC1	Bos taurus (Bovine)	482	HDAC1	9913
Q32ZD4	reviewed	POLG_ROCV	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); Protein prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Rocio virus (ROCV)	3425		64315
Q32ZD5	reviewed	POLG_KOKV	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); Protein prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (NS5)]		Kokobera virus (KOKV)	3410		44024
Q32ZD7	reviewed	POLG_ILHV	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); Protein prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Ilheus virus (ILHV)	3424		59563
